Time	GLC	ATP	G6P	ADP	F6P	FBP
310.16	-0.00496081509991186	-0.0146207461698123	-0.00460871906990238	0.0146207461698123	-9.03969000862089e-05	0.00965993106990045
312.38	-0.00481111982342055	-0.0144281680781288	-0.00470174294674391	0.0144281680781288	-0.000104185484543756	0.00961704825470822
314.6	-0.00466235360373639	-0.0142364883438174	-0.00479380613735193	0.0142364883438174	-0.000117974998992721	0.00957413474008105
316.82	-0.00451464385627286	-0.0140458273142165	-0.00488480268442759	0.0140458273142165	-0.000131736917243148	0.00953118345794359
319.04	-0.00436811799644346	-0.013856305336664	-0.004974626630672	0.013856305336664	-0.000145442713105079	0.00948818734022054
321.26	-0.00422290343966166	-0.0136680427584982	-0.00506317201878633	0.0136680427584982	-0.000159063860388557	0.00944513931883654
323.48	-0.00407912760134095	-0.0134811599270572	-0.00515033289147169	0.0134811599270572	-0.000172571832903624	0.00940203232571627
325.7	-0.00393691789689483	-0.0132957771896792	-0.00523600329142924	0.0132957771896792	-0.000185938104460323	0.00935885929278439
327.92	-0.00379640174173678	-0.0131120148937024	-0.00532007726136011	0.0131120148937024	-0.000199134148868696	0.00931561315196558
330.14	-0.00365770655128028	-0.0129299933864648	-0.00540244884396544	0.0129299933864648	-0.000212131439938786	0.0092722868351845
332.36	-0.00352095974093883	-0.0127498330153046	-0.00548301208194635	0.0127498330153046	-0.000224901451480635	0.00922887327436582
334.58	-0.0033862887261259	-0.0125716541275601	-0.00556166101800401	0.0125716541275601	-0.000237415657304286	0.0091853654014342
336.8	-0.00325382092225499	-0.0123955770705693	-0.00563828969483954	0.0123955770705693	-0.000249645531219782	0.00914175614831431
339.02	-0.00312368374473958	-0.0122217221916704	-0.00571279215515408	0.0122217221916704	-0.000261562547037164	0.00909803844693083
341.24	-0.00299600460899317	-0.0120502098382016	-0.00578506244164877	0.0120502098382016	-0.000273138178566476	0.00905420522920842
343.46	-0.00287091093042923	-0.011881160357501	-0.00585499459702475	0.011881160357501	-0.00028434389961776	0.00901024942707174
345.68	-0.00274853012446126	-0.0117146940969067	-0.00592248266398315	0.0117146940969067	-0.000295151184001059	0.00896616397244546
347.9	-0.00262898960650273	-0.011550931403757	-0.00598742068522512	0.011550931403757	-0.000305531505526414	0.00892194179725426
350.12	-0.00251241679196715	-0.0113899926253899	-0.00604970270345179	0.0113899926253899	-0.00031545633800387	0.0088775758334228
352.34	-0.00239893909626799	-0.0112319981091437	-0.00610922276136429	0.0112319981091437	-0.000324897155243467	0.00883305901287575
354.56	-0.00228868393481874	-0.0110770682023565	-0.00616587490166378	0.0110770682023565	-0.00033382543105525	0.00878838426753777
356.78	-0.00218177872303289	-0.0109253232523664	-0.00621955316705139	0.0109253232523664	-0.000342212639249259	0.00874354452933354
359	-0.00207835087632392	-0.0107768836065116	-0.00627015160022825	0.0107768836065116	-0.000350030253635539	0.00869853273018771
361.22	-0.00197849541669533	-0.0106318389143202	-0.00631759100020408	0.0106318389143202	-0.000357257080725439	0.00865334349762485
363.44	-0.00188217779251056	-0.0104901560340796	-0.00636189919122292	0.0104901560340796	-0.000363901257835539	0.00860797824156903
365.66	-0.00178933105872309	-0.0103517711262673	-0.00640313075383739	0.0103517711262673	-0.000369978254983728	0.00856244006754421
367.88	-0.00169988827028637	-0.0102166203513607	-0.00644134026860009	0.0102166203513607	-0.000375503542187893	0.00851673208107435
370.1	-0.00161378248215386	-0.0100846398698373	-0.00647658231606364	0.0100846398698373	-0.000380492589465925	0.00847085738768343
372.32	-0.00153094674927902	-0.0099557658421744	-0.00650891147678066	0.0099557658421744	-0.000384960866835709	0.00842481909289539
374.54	-0.0014513141266153	-0.0098299344288495	-0.00653838233130376	0.0098299344288495	-0.000388923844315136	0.0083786203022342
376.76	-0.00137481766911618	-0.00970708179034	-0.00656504946018555	0.00970708179034	-0.000392396991922092	0.00833226412122382
378.98	-0.0013013904317351	-0.00958714408712332	-0.00658896744397866	0.00958714408712332	-0.000395395779674467	0.00828575365538822
381.2	-0.00123096546942552	-0.00947005747967688	-0.00661019086323569	0.00947005747967688	-0.000397935677590148	0.00823909201025136
383.42	-0.00116347583714091	-0.00935575812847811	-0.00662877429850926	0.00935575812847811	-0.000400032155687024	0.0081922822913372
385.64	-0.00109885458983473	-0.00924418219400442	-0.00664477233035198	0.00924418219400442	-0.000401700683982983	0.0081453276041697
387.86	-0.00103703478246043	-0.00913526583673325	-0.00665823953931648	0.00913526583673325	-0.000402956732495913	0.00809823105427282
390.08	-0.000977949469971469	-0.00902894521714199	-0.00666923050595535	0.00902894521714199	-0.000403815771243702	0.00805099574717053
392.3	-0.000921531707321314	-0.00892515649570809	-0.00667779981082123	0.00892515649570809	-0.000404293270244239	0.00800362478838678
394.52	-0.000867714549463419	-0.00882383583290896	-0.00668400203446671	0.00882383583290896	-0.000404404699515412	0.00795612128344554
396.74	-0.000816431051351246	-0.00872491938922203	-0.00668789175744443	0.00872491938922203	-0.000404165529075109	0.00790848833787078
398.96	-0.000767614267938252	-0.0086283433251247	-0.00668952356030698	0.0086283433251247	-0.000403591228941218	0.00786072905718645
401.18	-0.000721197254177898	-0.00853404380109441	-0.00668895202360699	0.00853404380109441	-0.000402697269131627	0.00781284654691652
403.4	-0.000677113065023641	-0.00844195697760858	-0.00668623172789707	0.00844195697760858	-0.000401499119664225	0.00776484391258494
405.62	-0.000635294755428942	-0.00835201901514462	-0.00668141725372984	0.00835201901514462	-0.000400012250556901	0.00771672425971568
407.84	-0.000595675380347261	-0.00826416607417997	-0.0066745631816579	0.00826416607417997	-0.000398252131827541	0.0076684906938327
410.06	-0.000558187994732055	-0.00817833431519203	-0.00666572409223388	0.00817833431519203	-0.000396234233494035	0.00762014632045997
412.28	-0.000522765653536786	-0.00809445989865823	-0.00665495456601039	0.00809445989865823	-0.000393974025574271	0.00757169424512145
414.5	-0.00048934141171491	-0.008012478985056	-0.00664230918354004	0.008012478985056	-0.000391486978086137	0.00752313757334109
416.72	-0.000457848324219889	-0.00793232773486276	-0.00662784252537546	0.00793232773486276	-0.00038878856104752	0.00747447941064287
418.94	-0.00042821944600518	-0.00785394230855591	-0.00661160917206924	0.00785394230855591	-0.00038589424447631	0.00742572286255073
421.16	-0.000400387832024244	-0.00777725886661289	-0.00659366370417401	0.00777725886661289	-0.000382819498390395	0.00737687103458865
