Time	E	B	G	F	I	J	C	H	K	D	A
0	0	0.00131766420807643	0.00532276218286702	0.000939653433572752	0.000947936191291406	0.000910632781781818	0	0	0	0	0.960838849449364
0.505050505050505	0	0.035414041687739	0.00417398886247662	0.0114071869812129	0	0	0.00265993096120945	0	0.0335670330011105	0.0173949037873809	0.880798924186831
1.01010101010101	0.0977087116872706	0.05185585852897	0.00907381563603711	0.0240587150992042	0	0.00388671329207612	0.0157728341358846	0	0.0262384213603702	0.026687733090843	0.924321321450232
1.51515151515152	0.087939566323221	0.0596733590278142	0.00692033693070938	0.0337168549925401	0.00456294870368092	0	0.0196478552579837	0	0	0	0.882884788235544
2.02020202020202	0.00724047683412921	0.0817896092199682	0.0110816220845648	0.0396765049238714	0.00240751338838585	0.00031500960414772	0.0220215016289842	0	0	0.0588286013362772	0.823180357212067
2.52525252525253	0.152866638159733	0.0770024824240418	0.00952579423797556	0.0426202558273845	0.00326845835973423	0	0.0250085088498617	0.0408493827127975	0.033803397742872	0.0635291756643095	0.78113677160935
3.03030303030303	0	0.0838490881021399	0.021229329413573	0.0478808764757994	0.00707275998920059	0	0.0244351417273101	0	0.064216650393887	0.065341119636168	0.772216828270829
3.53535353535354	0	0.0842991823570523	0.015835370810043	0.0494475768746751	0.00735118292359096	0.00278014418522257	0.0260730873041798	0.0836446255413067	0	0.0351809351826621	0.662005069751024
4.04040404040404	0.0756345262398143	0.0890942462591662	0.0261961381525598	0.0653625039305099	0.00815930886731897	0.0189265278337249	0.0260231764081355	0.000592872148599953	0.00243823211157396	0.0519339695020757	0.68561227009497
4.54545454545455	0.137122654551687	0.0832327774754088	0.0312140538575977	0.0676387945445544	0.0123098823602365	0.0130870288489648	0.0254503550983014	0.163578973968049	0.0474706596256803	0.0656681414612989	0.630276556668825
5.05050505050505	0.156052522819547	0.0851697158131203	0.0301535394247544	0.0826760892926795	0.0114799122376543	0.0334094872224533	0.0246395122082807	0.115486841933644	0.0326095194879925	0.107965451398298	0.648275455428642
5.55555555555556	0.191300944376698	0.0789730467673756	0.0370807483655603	0.0754332694439271	0.0157967794599931	0.0121717090723158	0.0204702917513264	0.0381098583524584	0.0279839746943314	0.126156098629253	0.59243018878066
6.06060606060606	0.149334740023272	0.0824675013626471	0.0391764250414949	0.0687070891587878	0.0181910551908061	0.0320600471167389	0.0224290941379186	0.130217027511473	0.0134369460077061	0.0862131936396053	0.537148371647508
6.56565656565657	0.142269246145335	0.0791330003259585	0.0343534243374334	0.0837008072662795	0.0182071080997941	0.0459848521119297	0.0203519164055878	0.167499569506029	0.108649231369992	0.179476480934717	0.556755837867792
7.07070707070707	0.356919304879127	0.0770844457793353	0.0398729879306788	0.081975994554079	0.0177458718817188	0.0296381861227803	0.0214033173953558	0.0870518255409147	0.113994208392336	0.0641548922017337	0.531343447355595
7.57575757575758	0.27509219017167	0.0758387293428624	0.0373149523621022	0.0811448932424129	0.0190456718312114	0.0599564532448437	0.017965105639815	0.0627210631021055	0.0541818855369167	0.0947567872906724	0.429790969797657
8.08080808080808	0.210231991699467	0.0693414607399538	0.0368419002063531	0.0747425509514713	0.0215684886407361	0.0448308706754891	0.0166115057678224	0.15960540948851	0.068558484191743	0.13710772365754	0.413254916466622
8.58585858585859	0.274966801468034	0.0705574971355705	0.0431327144958905	0.085800017192532	0.018945028165768	0.063284301352159	0.0168835149290923	0.0593836444286843	0.108923578033311	0.085773933217792	0.377161032564386
9.09090909090909	0.306450006825652	0.0565531574772988	0.0358138606799054	0.0837503944977814	0.0210913293317227	0.060863803286358	0.0135058698016642	0.394758402380538	0.154050414633417	0.148103331104681	0.440374362553092
