Time	E	B	G	F	C	A	D	H
1.25	0.0197969322739547	0.0583446133784755	0.00757276043651189	0.0217943098649808	0.0176443155573409	0.882496210057202	0.00989846613697745	0.00426692045555309
1.33333333333333	0.0221815779727692	0.0607999113810417	0.00841037588982543	0.0232624452741665	0.01831681988827	0.875172638438927	0.0110907889863847	0.00490633672427886
1.41666666666667	0.0246582196175016	0.0631162246755891	0.00927406350757043	0.0247242131000775	0.0189389658197239	0.867909861271463	0.0123291098087509	0.00559557164960338
1.5	0.027220431180803	0.065299739829156	0.0101614278627226	0.0261783586033446	0.0195127755540664	0.860707373722728	0.0136102155904016	0.00633532631470082
1.58333333333333	0.0298619707990829	0.0673564689741903	0.0110701499731121	0.0276236723414918	0.0200402259848214	0.853564674793173	0.0149309853995416	0.00712624390122306
1.66666666666667	0.0325767807725094	0.0692922498085498	0.0119979873014237	0.0290589901689371	0.0205232486966735	0.846481267315786	0.0162883903862548	0.00796890968929975
1.75	0.0353589875650089	0.0711127455955016	0.0129427737551967	0.0304831932369922	0.0209637299654675	0.839456657956091	0.0176794937825046	0.00886385105753826
1.83333333333333	0.0382029018042663	0.0728234451637231	0.0139024196868248	0.0318952079938622	0.0213635107582087	0.832490357212146	0.0191014509021333	0.00981153748302374
1.91666666666667	0.041103018281725	0.0744296629073009	0.0148749118935566	0.0332940061846459	0.0217243867330628	0.825581879414546	0.0205515091408626	0.0108123805413191
2	0.0440540159525867	0.0759365387857315	0.0158583136174947	0.0346786048513361	0.0220481082393561	0.81873074272642	0.0220270079762935	0.0118667339064649
2.08333333333333	0.0470507579358117	0.0773490383239214	0.0168507645455966	0.0360480663328187	0.0223363803175749	0.811936469143435	0.023525378967906	0.0129748933509795
2.16666666666667	0.0500882915141188	0.0786719526121863	0.0178504808096743	0.0374014982648736	0.0225908626993664	0.80519858449379	0.0250441457570595	0.0141370967458591
2.25	0.053161848133985	0.0799098983062521	0.0188557549863942	0.0387380535801744	0.0228131698075378	0.798516618438223	0.0265809240669926	0.0153535240605776
2.33333333333333	0.056266843405646	0.0810673176272541	0.0198649560972774	0.0400569305082882	0.0230048707560571	0.791890104470005	0.0281334217028231	0.0166242973630864
2.41666666666667	0.0593988771030958	0.0821484783617375	0.0208765296086994	0.0413573725756757	0.0231674893500523	0.785318579914943	0.029699438551548	0.0179494808198151
2.5	0.062553733164087	0.0831574738616571	0.0218889974318903	0.0426386686056915	0.0233025040858122	0.778801585931381	0.0312768665820436	0.0193290806956706
2.58333333333333	0.0657273796901304	0.0840982230443774	0.0229009579229346	0.0439001527185835	0.0234113481507858	0.772338667510197	0.0328636898450653	0.0207630453540379
2.66666666666667	0.0689159689464956	0.0849744703926729	0.0239110858827717	0.0451412043314937	0.0234954094235827	0.765929373474805	0.0344579844732479	0.0222512652567796
2.75	0.0721158373622103	0.0857897859547275	0.024918132557195	0.0463612481584573	0.0235560304739726	0.759573256481154	0.0360579186811053	0.0237935729642359
2.83333333333333	0.075323505530061	0.0865475653441349	0.025920925636853	0.0475597542104035	0.0235945085628859	0.753269873017729	0.0376617527650306	0.0253897431352249
2.91666666666667	0.0785356782065922	0.0872510297398986	0.0269183692572482	0.0487362377951549	0.0236120956424133	0.747018783405552	0.0392678391032962	0.0270394925270426
3	0.0817492443121074	0.0879032258864317	0.0279094439987379	0.0498902595174279	0.023609998355806	0.740819551798177	0.0408746221560538	0.0287424799954625
3.08333333333333	0.0849612769306681	0.0885070260935573	0.0288932068865341	0.0510214252788326	0.0235893780374756	0.734671746181697	0.0424806384653341	0.0304983064947358
3.16666666666667	0.0881690333100943	0.0890651282365078	0.0298687913907031	0.0521293862778725	0.0235513507129939	0.728574938374737	0.0440845166550472	0.0323065150775918
3.25	0.0913699548619648	0.0895800557559256	0.0308354074261656	0.0532138390099451	0.0234969870990935	0.722528704028462	0.0456849774309825	0.0341665908952371
3.33333333333333	0.0945616671616166	0.0900541576578628	0.0317923413526973	0.0542745252673414	0.0234273126036671	0.716532622626569	0.0472808335808084	0.0360779611973564
3.41666666666667	0.097741979948145	0.0904896085137811	0.0327389559749279	0.0553112321392458	0.023343307325768	0.710586277485292	0.0488709899740725	0.038039995332112
3.5	0.100908887124404	0.0908884084605521	0.033674690542342	0.0563237920117368	0.0232459060556098	0.704689255753399	0.050454443562202	0.0400520047461439
3.58333333333333	0.104060566757006	0.0912523832004569	0.0345990607492787	0.0573120825677863	0.0231359982745666	0.698841148412195	0.052030283378503	0.0421132429845699
3.66666666666667	0.107195381076322	0.0915831840011865	0.0355116587349314	0.0582760267872599	0.0230144281551728	0.693041550275521	0.0535976905381609	0.0442229056909856
3.75	0.110311876476481	0.0918822876958415	0.0364121530833483	0.0592155929469167	0.0228819945611234	0.687290059989751	0.0551559382382403	0.0463801306074642
3.83333333333333	0.11340878351537	0.0921509966829323	0.0373002888234319	0.0601307946204098	0.0227394510472737	0.681586280033798	0.0567043917576851	0.0485839975745569
3.91666666666667	0.116485016914637	0.0923904389263791	0.0381758874289395	0.0610216906782856	0.0225875058596395	0.675929816719107	0.0582425084573184	0.0508335285312924
4	0.119539675559685	0.0926015679555116	0.0390388468184827	0.0618883852879843	0.0224268219353968	0.670320280189662	0.0597698377798425	0.0531276875151772
4.08333333333333	0.122572042499678	0.0927851628650694	0.0398891413555277	0.0627310279138399	0.0222580169028823	0.664757284421979	0.0612860212498389	0.0554653806621956
4.16666666666667	0.125581584947537	0.0929418283152017	0.0407268218483954	0.0635498133170798	0.022081663081593	0.659240447225112	0.0627907924737685	0.0578454562068097
4.25	0.128567947083431	0.0930720019457853	0.0415520121297391	0.064344979535805	0.0218982888657854	0.653769390188215	0.0642839735417155	0.0602667078141306
4.33333333333333	0.131530870893154	0.0931760359339215	0.0423648714308047	0.0651167856647675	0.0217083939440672	0.648343738103765	0.0657654354465768	0.0627279112338051
4.41666666666667	0.134470117006501	0.0932542785514322	0.0431655567556901	0.0658654896351479	0.0215124645189882	0.642963118390783	0.0672350585032505	0.0652278609539012
4.5	0.13738545750076	0.0933070815791785	0.0439542194608235	0.0665913461945354	0.0213109746906399	0.6376271610424	0.0686927287503801	0.0677653735330803
4.58333333333333	0.14027667590071	0.09333480030706	0.0447310052549633	0.0672946069069276	0.0211043864566553	0.632335498625859	0.0701383379503547	0.0703392876005966
4.66666666666667	0.143143567178618	0.0933377935340153	0.0454960541991981	0.0679755201527305	0.0208931497122087	0.627087766282509	0.0715717835893091	0.0729484638562973
4.75	0.145985937754247	0.0933164235680218	0.0462495007069469	0.0686343311287587	0.0206777022500161	0.621883601727811	0.0729929688771236	0.0755917850706229
4.83333333333333	0.148803605494848	0.0932710562260957	0.0469914735439587	0.069271281848235	0.0204584697603351	0.616722645251336	0.074401802747424	0.0782681560846065
4.91666666666667	0.151596399715164	0.0932020608342922	0.047722095828313	0.069886611140791	0.0202358658309647	0.611604539716764	0.075798199857582	0.0809765038098747
5	0.154364161177429	0.093109810227705	0.0484414850304194	0.0704805546524665	0.0200102919472453	0.606528930561886	0.0771820805887145	0.0837157772286468
5.08333333333333	0.157106742091369	0.092994680750467	0.0491497529730177	0.0710533448457098	0.0197821374920591	0.601495465798603	0.0785533710456842	0.0864849473937354
5.16666666666667	0.159824006114199	0.0928570522557496	0.0498470058311781	0.0716052109993777	0.0195517797458296	0.596503796012924	0.0799120030570994	0.0892830074285457
5.25	0.162515828350628	0.0926973081057633	0.050533344132301	0.0721363792087355	0.019319583886522	0.591553574364969	0.081257914175314	0.0921089725270765
5.33333333333333	0.165182095352855	0.0925158351717572	0.0512088627561169	0.0726470723854568	0.0190859029896427	0.586644456588969	0.0825910476764273	0.0949618799539191
5.41666666666667	0.167822705120569	0.0923130238340194	0.0518736509346867	0.0731375102576239	0.01885107802824	0.581776100993263	0.0839113525602843	0.0978407890442583
5.5	0.170437567100952	0.0920892679818768	0.0525277922524015	0.0736079093697274	0.0186154378729036	0.576948168460301	0.0852187835504756	0.100744781203872
5.58333333333333	0.173026602188675	0.091844965013695	0.0531713646459825	0.0740584830826663	0.0183792992917645	0.572160322446642	0.0865133010943374	0.103672959909129
5.66666666666667	0.175589742725904	0.0915805158368786	0.0538044404044815	0.0744894415737483	0.0181429669504955	0.567412228982957	0.0877948713629515	0.106624450706996
5.75	0.178126932502291	0.091296324867871	0.0544270861692801	0.0749009918366892	0.0179067334123109	0.562703556674023	0.0890634662511453	0.109598401215027
5.83333333333333	0.180638126754984	0.0909928000321544	0.0550393629340905	0.0752933376816135	0.0176708791379662	0.558033976698732	0.0903190633774915	0.112593981121373
5.91666666666667	0.183123292168618	0.0906703527642497	0.055641326044955	0.0756666797350541	0.0174356724857589	0.553403162810081	0.0915616460843088	0.115610382184777
6	0.185582406875323	0.0903293980077168	0.0562330252002462	0.0760212154399525	0.0172013697115276	0.54881079133518	0.0927912034376613	0.118646818234575
6.08333333333333	0.188015460454718	0.0899703542151544	0.0568145044506667	0.0763571390556584	0.0169682149686526	0.544256541175247	0.0940077302273586	0.121702525170694
6.16666666666667	0.190422453933913	0.0895936433482	0.0573858021992497	0.0766746416579302	0.0167364403080558	0.539740093805611	0.0952112269669561	0.124776760963657
6.25	0.19280339978751	0.0891996908775299	0.0579469512013584	0.0769739111389345	0.0165062656782006	0.535261133275712	0.0964016998937545	0.12786880565458
6.33333333333333	0.195158321937601	0.0887889257828594	0.0584979785646864	0.0772551322072465	0.0162778989250916	0.530819346209097	0.0975791609688004	0.130977961355169
6.41666666666667	0.197487255753772	0.0883617805529424	0.0590389057492574	0.0775184863878499	0.0160515357922754	0.526414421803424	0.0987436278768857	0.134103552247726
6.5	0.199790248053097	0.0879186911855717	0.0595697485674254	0.0777641520221369	0.0158273599208398	0.522046051830463	0.0998951240265481	0.137244924585145
6.58333333333333	0.202067357100142	0.0874600971875791	0.0600905171838747	0.0779923042679079	0.0156055428494143	0.517713930636091	0.101033678550071	0.140401446690913
6.66666666666667	0.204318652606966	0.0869864415748349	0.0606012161156199	0.078203115099372	0.0153862440141696	0.513417755140296	0.102159326303483	0.14357250895911
6.75	0.206544215733116	0.0864981708722485	0.0611018442320056	0.0783967533071468	0.0151696107488184	0.509157224837176	0.103272107866558	0.146757523854408
6.83333333333333	0.208744139085633	0.0859957351137681	0.0615923947547067	0.078573384498258	0.0149557782846146	0.504932041794939	0.104372069542816	0.149955925912075
6.91666666666667	0.210918526719048	0.0854795878423806	0.0620728552577287	0.0787331710961402	0.0147448697503536	0.500741910655902	0.105459263359524	0.153167171737969
7	0.213067494135383	0.0849501861101119	0.0625432076674068	0.0788762723406362	0.0145369961723726	0.496586538636494	0.106533747067691	0.156390740008542
7.08333333333333	0.215191168284152	0.0844079904780266	0.0630034282624069	0.0790028442879972	0.0143322564745499	0.492465635527251	0.107595584142076	0.15962613147084
7.16666666666667	0.217289687562359	0.0838534650162281	0.0634534876737249	0.0791130398108832	0.0141307374783057	0.48837891369282	0.108644843781179	0.1628728689425
7.25	0.2193632018145	0.0832870773038588	0.063893350884687	0.0792070085983622	0.0139325139026015	0.48432608807196	0.10968160090725	0.166130497311755
7.33333333333333	0.221411872332562	0.0827092984290998	0.0643229772309497	0.0792848971559111	0.0137376483639404	0.480306876177537	0.110705936166281	0.169398583537428
7.41666666666667	0.223435871856022	0.082120602989171	0.0647423204004996	0.0793468488054148	0.0135461913763671	0.476320998096528	0.111717935928011	0.172676716648937
7.5	0.225435384571851	0.0815214690903312	0.0651513284336536	0.0793930036851671	0.0133581813514676	0.472368176490019	0.112717692285925	0.175964507746292
7.58333333333333	0.227410606114509	0.0809123783478781	0.0655499437230591	0.0794234987498699	0.0131736445983697	0.468448136593208	0.113705303057254	0.179261590000097
7.66666666666667	0.229361743565947	0.0802938158861482	0.0659381030136932	0.0794384677706339	0.0129925953237424	0.464560606215402	0.114680871782973	0.182567618651547
7.75	0.231289015455608	0.0796662703385165	0.0663157374028639	0.0794380413349779	0.0128150356317964	0.460705315740015	0.115644507727804	0.185882271012433
7.83333333333333	0.233192651760426	0.0790302338473974	0.0666827723402088	0.0794223468468294	0.0126409555242841	0.456881998124575	0.116596325880213	0.189205246465136
7.91666666666667	0.235072893904827	0.0783862020642437	0.0670391276276963	0.0793915085265243	0.012470332900499	0.453090388900719	0.117536446952413	0.192536266462633
8	0.236929994760726	0.0777346741495472	0.0673847174196246	0.0793456474108069	0.0123031335572765	0.449330226174191	0.118464997380363	0.195875074528492
8.08333333333333	0.238764218647531	0.0770761527728385	0.0677194502226225	0.0792848813528301	0.0121393111889933	0.445601250624849	0.119382109323765	0.199221436256875
8.16666666666667	0.240575841332141	0.076411144112687	0.0680432288956488	0.0792093250221551	0.0119788073875678	0.441903205506658	0.12028792066607	0.202575139312535
8.25	0.242365150028945	0.075740157856701	0.0683559506499926	0.0791190899047515	0.0118215516424596	0.438235836647693	0.121182575014472	0.205935993430822
8.33333333333333	0.244132443399825	0.0750637072015276	0.0686575070492734	0.0790142843029977	0.0116674613406702	0.43459889245014	0.122066221699912	0.209303830417675
8.41666666666667	0.245878030948964	0.0743823082091554	0.0689477844682669	0.0788950136865964	0.011516442374972	0.430992123853226	0.122939015474482	0.212678502943282
8.5	0.247602226365775	0.0736964727262436	0.0692266691399952	0.0787613845526537	0.0113683958344345	0.427415283925454	0.123801113182887	0.216059871272272
8.58333333333333	0.249305340867828	0.073006701303452	0.0694940522028153	0.0786135082857577	0.0112232246949505	0.423868127456841	0.124652670433914	0.21944778999391
8.66666666666667	0.25098768259566	0.0723134825517426	0.0697498301592463	0.0784515015088944	0.0110808344274651	0.42035041092185	0.12549384129783	0.222842106815751
8.75	0.252649556612777	0.0716172931423806	0.0699939048759686	0.0782754860834478	0.0109411329979762	0.416861892479388	0.126324778306388	0.226242662563638
8.83333333333333	0.254291264905651	0.070918597806934	0.0702261835838244	0.0780855891092001	0.0108040308675344	0.413402331972807	0.127145632452825	0.229649291181706
8.91666666666667	0.255913106383722	0.0702178493372732	0.0704465788778176	0.0778819429243316	0.010669440992243	0.409971490929903	0.127956553191861	0.233061819732376
9	0.257515376879401	0.0695154885855717	0.0706550087171137	0.0776646851054205	0.0105372788232577	0.406569132562919	0.1287576884397	0.236480068396363
9.08333333333333	0.259098369148062	0.0688119444643057	0.0708513964250398	0.0774339584674432	0.0104074623067872	0.40319502176854	0.129549184574031	0.239903850472669
9.16666666666667	0.26066237286805	0.0681076339462541	0.0710356706890846	0.0771899110637741	0.0102799118840927	0.399848925127897	0.130331186434025	0.243332972378586
9.25	0.262207674640678	0.0674029620644988	0.0712077655608989	0.0769326961861858	0.010154550491488	0.396530610906566	0.131103837320339	0.246767233649696
9.33333333333333	0.263734557990224	0.0666983219124243	0.0713676204562945	0.0766624723648487	0.0100313035603396	0.393239849054568	0.131867278995112	0.250206426939871
9.41666666666667	0.265243303363938	0.0659940946437179	0.0715151801552454	0.0763794033683316	0.00991009901706668	0.389976411206368	0.132621651681969	0.253650338021272
9.5	0.266734188132033	0.0652906494723696	0.071650394801887	0.0760836582036011	0.0097908672831411	0.386740070680877	0.133367094066017	0.257098745784349
9.58333333333333	0.268207486587694	0.0645883436726725	0.0717732199045163	0.075775411116022	0.00967354127508732	0.383530602481449	0.134103743293847	0.260551422237844
9.66666666666667	0.269663469947072	0.0638875225792221	0.0718836163355921	0.0754548415893572	0.0095580564044825	0.380347783295883	0.134831734973536	0.264008132508787
9.75	0.271102406349285	0.0631885195869169	0.071981550331735	0.0751221343457674	0.00944435057795644	0.377191391496425	0.135551203174642	0.267468634842497
9.83333333333333	0.27252456085642	0.0624916561509581	0.0720669934937267	0.0747774793458117	0.00933236419719159	0.374061207139764	0.13626228042821	0.270932680602583
9.91666666666667	0.273930195453533	0.0617972417868497	0.0721399227865113	0.0744210717884471	0.00922204015892308	0.370957011967034	0.136965097726766	0.274400014270946
10	0.275319569048645	0.0611055740703986	0.0722003205391939	0.0740531121110287	0.00911332385493868	0.367878589403813	0.137659784524322	0.277870373447773
10.0833333333333	0.276692937472746	0.0604169386377143	0.0722481744450417	0.0736738059893098	0.00900616317207883	0.364825724560125	0.138346468736373	0.281343488851544
10.1666666666667	0.278050553479795	0.0597316091852091	0.0722834775614833	0.0732833643374414	0.00890050849223661	0.361798204230439	0.139025276739898	0.284819084319026
10.25	0.279392666746717	0.0590498474695982	0.0723062283101091	0.0728820033079729	0.00879631269235778	0.358795816893667	0.139696333373359	0.288296876805277
10.3333333333333	0.280719523873407	0.0583719033078996	0.0723164304766712	0.0724699442918518	0.00869353114444075	0.355818352713168	0.140359761936704	0.291776576383645
10.4166666666667	0.282031368382726	0.0576980145774339	0.072314093211083	0.0720474139184233	0.00859212171553657	0.352865603536744	0.141015684191363	0.295257886245766
10.5	0.283328440720502	0.0570284072158245	0.0722992310274202	0.0716146440554311	0.00849204476774898	0.349937362896642	0.141664220360251	0.298740502701567
10.5833333333333	0.284610978255534	0.0563632952209978	0.0722718638039195	0.0711718718090166	0.00839326315823435	0.347033426009556	0.142305489127767	0.302224115179265
10.6666666666667	0.285879215279586	0.0557028806511829	0.0722320167829795	0.0707193395237196	0.00829574223920172	0.344153589776622	0.142939607639793	0.305708406225366
10.75	0.28713338300739	0.0550473536249114	0.0721797205711607	0.0702572947824777	0.00819944985791279	0.341297652783422	0.143566691503695	0.309193051504665
10.8333333333333	0.288373709576648	0.0543968923210181	0.0721150111391849	0.0697859904066267	0.00810435635668191	0.338465415299982	0.144186854788324	0.312677719800247
10.9166666666667	0.289600420048029	0.0537516629786403	0.0720379298219358	0.0693056844559005	0.00801043457287609	0.335656679280774	0.144800210024014	0.316162073013488
11	0.290813736405167	0.0531118198972183	0.0719485233184586	0.0688166402284309	0.007917659838915	0.332871248364713	0.145406868202584	0.319645766164052
11.0833333333333	0.292013877554668	0.0524775054364948	0.0718468436919602	0.0683191262607478	0.00782600998227098	0.330108927875162	0.146006938777334	0.323128447389893
11.1666666666667	0.293201059326102	0.0518488500165158	0.0717329483698093	0.0678134163277795	0.007735465325469	0.327369524819925	0.146600529663051	0.326609757947256
11.25	0.294375494472011	0.0512259721176297	0.0716069001435359	0.0672997894428519	0.00764600868608671	0.324652847891254	0.147187747236005	0.330089332210673
11.3333333333333	0.295537392667901	0.0506089782804878	0.0714687671688321	0.0667785298576892	0.00755762537675441	0.321958707465842	0.14776869633395	0.333566797672969
11.4166666666667	0.296686960512247	0.0499979631060442	0.0713186229655514	0.0662499270624136	0.00747030320515505	0.319286915604831	0.148343480256124	0.337041774945256
11.5	0.297824401526494	0.0493930092555557	0.0711565464177089	0.0657142757855456	0.00738403247402426	0.316637286053805	0.148912200763247	0.340513877756936
11.5833333333333	0.298949916155051	0.048794187450582	0.0709826217734816	0.0651718759940034	0.00729880598115031	0.314009634242794	0.149474958077526	0.343982712955702
11.6666666666667	0.300063701765298	0.0482015564729855	0.0707969386452079	0.0646230328931034	0.00721461901937413	0.311403777286272	0.150031850882649	0.347447880507536
11.75	0.301165952647581	0.0476151631649314	0.070599592009388	0.0640680569265603	0.0071314693765893	0.308819533983158	0.150582976323791	0.350908973496708
11.8333333333333	0.302256860015215	0.0470350424288878	0.0703906822066838	0.0635072637764865	0.00704935733574209	0.306256724816817	0.151128430007607	0.354365578125781
11.9166666666667	0.303336612004482	0.0464612172276253	0.0701703149419187	0.0629409743633928	0.00696828567483139	0.303715171955056	0.151668306002241	0.357817273715605
12	0.304405393674632	0.0458936985842175	0.0699386012840779	0.0623695148461877	0.00688825966690876	0.30119469925013	0.152202696837316	0.36126363270532
12.0833333333333	0.305463387007883	0.0453324855820408	0.0696956576663081	0.0617932166221781	0.00680928708007843	0.298695132238736	0.152731693503941	0.364704220652356
12.1666666666667	0.30651077090942	0.0447775653647742	0.0694416058859178	0.0612124163270689	0.00673137817749727	0.296216298142018	0.15325538545471	0.368138596232434
12.25	0.307547721207398	0.0442289131363998	0.0691765731043773	0.0606274558349629	0.00665454571737483	0.293758025865563	0.153773860603699	0.371566311239563
12.3333333333333	0.308574410652937	0.043686492161202	0.0689006918473181	0.0600386822583611	0.00657880495297329	0.291320145999404	0.154287205326468	0.374986910586041
12.4166666666667	0.309591008920127	0.0431502537637685	0.0686141000045336	0.0594464479481626	0.00650417363260751	0.288902490818019	0.154795504460063	0.378399932302457
12.5	0.310597682606024	0.0426201373289894	0.0683169408299792	0.0588511104936644	0.006430671999645	0.286504894280329	0.155298841303012	0.38180490753769
12.5833333333333	0.311594595321616	0.0420960708527616	0.0680093628419861	0.0582530321714448	0.00635832263201904	0.284127192006058	0.155797297660808	0.385201361173381
12.6666666666667	0.312581908692394	0.0415779769997301	0.0676915187256242	0.0576525738830762	0.00628714867687305	0.281769221015643	0.156290954346197	0.388588818583141
12.75	0.313559783358933	0.0410657791610299	0.0673635642350638	0.0570500890928386	0.00621717208520488	0.279430819470154	0.156779891679466	0.391966812391753
12.8333333333333	0.314528379067851	0.0405594020049899	0.0670256580937904	0.0564459232766021	0.00614841345137999	0.277111826647645	0.157264189533925	0.39533488308965
12.9166666666667	0.315487854671813	0.0400587714771326	0.0666779619946044	0.0558404139218276	0.00608089201313138	0.274812082943157	0.157743927335906	0.398692579032914
13	0.316438368129523	0.0395638148001743	0.0663206405996215	0.0552338905275664	0.00601462565155966	0.272531429868717	0.158219184064761	0.402039456443272
13.0833333333333	0.317380076505735	0.039074460474025	0.0659538615402726	0.05462667460446	0.005949630891133	0.270269710053339	0.158690038252867	0.405375079408101
13.1666666666667	0.318313135971241	0.0385906382757885	0.0655777954173037	0.0540190796747406	0.00588592289968715	0.268026767243023	0.15915656798562	0.408699019880425
13.25	0.319237701802882	0.0381122792597623	0.0651926158007757	0.0534114112722308	0.00582351548842544	0.265802446300754	0.159618850901441	0.412010857678917
13.3333333333333	0.32015392838354	0.0376393157574378	0.064798499230065	0.0528039669423435	0.00576242111191879	0.263596593206504	0.16007696419177	0.415310180487896
13.4166666666667	0.321061969202142	0.0371716813774999	0.064395625213863	0.0521970362420822	0.00570265086810567	0.261409055057233	0.160530984601071	0.418596583857332
13.5	0.32196197685366	0.0367093110058274	0.063984176230176	0.0515909007400409	0.00564421449829216	0.259239680066883	0.16098098842683	0.42186967120284
13.5833333333333	0.322854103039108	0.036252140805493	0.0635643377263259	0.0509858340164038	0.00558712038715189	0.257088317566387	0.161427051519554	0.425129053805684
13.6666666666667	0.323738498565545	0.0358001082167627	0.0631362981189492	0.0503821016629458	0.00553137556272609	0.254954818003661	0.161869249282772	0.428374350812776
13.75	0.324615313346075	0.0353531519570968	0.0627002487939981	0.049779961283032	0.00547698569642355	0.252839032943607	0.162307656673037	0.431605189236676
13.8333333333333	0.325484696399844	0.034911212021149	0.0622563841067395	0.0491796624916183	0.00542395510302065	0.250740815068116	0.162742348199922	0.434821203955591
13.9166666666667	0.326346795852044	0.0344742296807668	0.0618049013817557	0.0485814469152506	0.00537228674066135	0.248660018176063	0.163173397926022	0.438022037713378
14	0.32720175893391	0.0340421474849915	0.0613460009129439	0.0479855481920656	0.00532198221085717	0.246596497183309	0.163600879466955	0.44120734111954
14.0833333333333	0.328049731982721	0.0336149092600581	0.0608798859635166	0.0473921919717904	0.00527304175848722	0.244550108122703	0.16402486599136	0.444376772649228
14.1666666666667	0.328890860441801	0.0331924601093955	0.0604067627660015	0.0468015959157423	0.0052254642717982	0.242520708144079	0.1644454302209	0.447529998643243
14.25	0.329725288860517	0.0327747464136261	0.0599268405222412	0.0462139696968293	0.00517924728240437	0.240508155514257	0.164862644430258	0.450666693308032
14.3333333333333	0.33055316089428	0.0323617158305662	0.0594403314033937	0.0456295149995498	0.00513438696528756	0.238512309617044	0.165276580447139	0.453786538715689
14.4166666666667	0.331374619304545	0.0319533172952259	0.058947450549932	0.0450484255199926	0.00509087813879721	0.236533030953232	0.165687309652272	0.456889224803958
14.5	0.332189805958812	0.031549501019809	0.0584484160716442	0.0444708869658369	0.00504871426465032	0.234570181140601	0.166094902979406	0.459974449376231
14.5833333333333	0.332998861830624	0.0311502184937129	0.0579434490476336	0.0438970770563525	0.00500788744793145	0.232623622913916	0.166499430915312	0.463041918101547
14.6666666666667	0.333801926999569	0.0307554224835291	0.0574327735263187	0.0433271655223994	0.00496838843709276	0.230693220124927	0.166900963499784	0.466091344514593
14.75	0.334599140651278	0.0303650670330424	0.056916616525433	0.0427613141064284	0.00493020662395399	0.228778837742374	0.167299570325639	0.469122450015703
14.8333333333333	0.335390641077427	0.0299791074632317	0.0563952080320252	0.0421996765624804	0.00489333004370245	0.226880341851979	0.167695320538713	0.47213496387086
14.9166666666667	0.336176565675735	0.0295975003722695	0.0558687810024592	0.0416423986561869	0.00485774537489303	0.224997599656453	0.168088282837867	0.475128623211697
15	0.336957050949966	0.0292202036355222	0.055337571362414	0.0410896181647699	0.00482343793944818	0.223130479475492	0.168478525474982	0.47810317303549
15.0833333333333	0.337732232509926	0.0288471764055497	0.0548018180068836	0.0405414648770417	0.00479039170265797	0.221278850745778	0.168866116254963	0.481058366205168
15.1666666666667	0.338502245071469	0.0284783791121057	0.0542617628001774	0.0399980605934052	0.00475858927318	0.21944258402098	0.169251122535734	0.483993963449305
15.25	0.339267222456489	0.028113773462138	0.0537176505759196	0.0394595191258537	0.00472801190303949	0.217621550971753	0.169633611228244	0.486909733362122
15.3333333333333	0.340027297592927	0.0277533224397877	0.0531697291370499	0.0389259462979708	0.0046986394876292	0.215815624385739	0.170013648796463	0.489805452403492
