Time	r1:	r2:	r3:	r4:	r5:	r6:	r7:	r8:	r9:
0	0.101280416850753	0.0219688074759103	0.00535249697783369	0.0252207582752772	0.00724510764868392	-7.75169286157893e-05	-7.51348321725469e-17	7.75169286157026e-05	0.000155033857231627
0.166666666666667	0.0994999611993825	0.0220837641247713	0.00665587243286239	0.0269244813192358	0.00894828358149329	0.00114597127730121	0.000500971971022128	0.000227754233703448	3.87896750402741e-05
0.333333333333333	0.0977523134539792	0.0221766262904714	0.00788780123502664	0.0285423368633497	0.01060336580023	0.00233242686809727	0.00100037506079829	0.000397738045907497	-6.20786500270086e-05
0.5	0.096037014294916	0.0222479866871442	0.00904988748068667	0.0300760428025391	0.0122109457897202	0.00348240507564534	0.00149794525189366	0.000586706774280535	-0.000147947313271188
0.666666666666667	0.0943536044025657	0.0222984380289236	0.0101437352662028	0.0315273170317244	0.01377161503479	0.00459646113181833	0.00199341852687349	0.000793898827875248	-0.000219192509993232
0.833333333333333	0.0927016244573011	0.0223285730299433	0.0111709486879351	0.0328978774458257	0.0152859650202655	0.00567515026848918	0.00248653086830302	0.00101855261574432	-0.000276190435494107
1	0.091080615139495	0.0223389844043372	0.012133131842244	0.0341894419397632	0.0167545872309729	0.00671902771753082	0.0029770182587475	0.00125990654694045	-0.00031931728507478
1.16666666666667	0.0894901171295202	0.0223302648662391	0.0130318888254897	0.0354037284084574	0.0181780731517382	0.00772864871081618	0.00346461668077217	0.00151719903051631	-0.000348949254036219
1.33333333333333	0.0879296711077494	0.0223030071297827	0.0138688237340325	0.0365424547468283	0.0195570142673875	0.00870456848021818	0.00394906211694229	0.00178966847552459	-0.000365462537679391
1.5	0.0863988177545555	0.0222578039091018	0.0146455406642325	0.0376073388497963	0.020892002062747	0.00964734225760976	0.00443009054982311	0.00207655329101798	-0.000369233331305262
1.66666666666667	0.0848970977503113	0.0221952479183302	0.0153636437124501	0.0386000986122816	0.0221836280226428	0.0105575252748639	0.00490743796197986	0.00237709188604916	-0.000360637830214802
1.83333333333333	0.0834240517753895	0.0221159318716017	0.0160247369750454	0.0395224519292045	0.0234324836319011	0.0114356727638534	0.0053808403359778	0.00269052266967083	-0.000340052229708975
2	0.0819792205101629	0.0220204484830501	0.0166304245483788	0.0403761166954852	0.0246391603753478	0.0122823399564513	0.00585003365438217	0.00301608405093566	-0.00030785272508875
2.16666666666667	0.0805621446350044	0.0219093904668093	0.0171823105288104	0.0411628108060439	0.0258042497378092	0.0130980820845305	0.00631475389975822	0.00335301443889635	-0.000264415511655095
2.33333333333333	0.0791723648302867	0.0217833505370128	0.0176819990127006	0.0418842521558009	0.0269283432041113	0.0138834543799639	0.0067747370546712	0.00370055224260558	-0.000210116784708975
2.5	0.0778094217763826	0.0216429214077947	0.0181310940964096	0.0425421586396765	0.0280120322590803	0.0146390120746245	0.00722971910168636	0.00405793587111603	-0.000145332739551358
2.66666666666667	0.076472856153665	0.0214886957932886	0.0185311998762976	0.0431382481525909	0.0290559083875423	0.0153653104003851	0.00767943602336894	0.0044244037334804	-7.04395714832124e-05
2.83333333333333	0.0751622086425065	0.0213212664076284	0.0188839204487248	0.0436742385894644	0.0300605630743234	0.0160629045891188	0.00812362380228419	0.00479919423875137	1.41865241944958e-05
3	0.07387701992328	0.0211412259649478	0.0191908599100516	0.0441518478452172	0.0310265878042497	0.0167323498726984	0.00856201842099737	0.00518154579598163	0.000108169352180799
3.16666666666667	0.0726168306763584	0.0209491671793806	0.0194536223566381	0.0445727938147695	0.0319545740621474	0.017374201482997	0.0089943558620737	0.00557069681422386	0.00021113271717473
3.33333333333333	0.0713811815821143	0.0207456827650607	0.0196738118848447	0.0449387943930417	0.0328451133328425	0.0179890146518873	0.00942037210807845	0.00596588570253075	0.000322700423875322
3.5	0.0701696133209205	0.0205313654361218	0.0198530325910315	0.0452515674749539	0.0336987971011612	0.0185773446112423	0.00983980314157686	0.00636635086995499	0.000442496276981607
3.66666666666667	0.0689816665731499	0.0203068079066976	0.0199928885715589	0.0455128309554265	0.0345162168519295	0.019139746592935	0.0102523849451342	0.00677133072554925	0.000570144081192619
3.83333333333333	0.0678168820191753	0.0200726028909221	0.020094983922787	0.0457243027293796	0.0352979640699737	0.0196767758288383	0.0106578535013156	0.00718006367836624	0.00070526764120739
4	0.0666748003393694	0.019829343102929	0.0201609227410761	0.0458877006917335	0.0360446302401198	0.0201889875508252	0.0110559447926865	0.00759178813745864	0.000847490761724953
4.16666666666667	0.0655549622141051	0.019577621256852	0.0201923091227865	0.0460047427374086	0.0367568068471939	0.0206769369907685	0.011446394801812	0.00800574251187912	0.00099643724744434
4.33333333333333	0.0644569083237551	0.019318030066825	0.0201907471642784	0.0460771467613249	0.0374350853760221	0.0211411793805412	0.0118289395112574	0.00842116521068039	0.00115173090306458
4.5	0.0633801793486922	0.0190511622469817	0.020157840961912	0.0461066306584028	0.0380800573114306	0.0215822699520162	0.012203314903588	0.00883729464291512	0.00131299553328472
4.66666666666667	0.0623243159692892	0.018777610511456	0.0200951946120477	0.0460949123235626	0.0386923141382455	0.0220007639370664	0.012569256961369	0.009253369217636	0.00147985494280378
4.83333333333333	0.061288858865919	0.0184979675743817	0.0200044122110456	0.0460437096517244	0.0392724473412929	0.0223972165675648	0.0129265016671656	0.00966862734389572	0.00165193293632079
5	0.0602733487189542	0.0182128261498924	0.019887097855266	0.0459547405378086	0.0398210484053989	0.0227721830753843	0.013274785003543	0.010082307430747	0.00182885331853479
5.16666666666667	0.0592773262087677	0.0179227789521221	0.0197448556410692	0.0458297228767353	0.0403387088153896	0.0231262186923979	0.0136138429530666	0.0104936478872424	0.00201023989414482
5.33333333333333	0.0583003320157323	0.0176284186952045	0.0195792896648153	0.0456703745634249	0.0408260200560912	0.0234598786504784	0.0139434114983016	0.0109018871224348	0.00219571646784989
5.5	0.0573419068202208	0.0173303380932734	0.0193920040228647	0.0454784134927975	0.0412835736123297	0.0237737181814989	0.0142632266218133	0.0113062635453767	0.00238490684434906
5.66666666666667	0.056401591302606	0.0170291298604626	0.0191846028115776	0.0452555575597735	0.0417119609689313	0.0240682925173321	0.0145730243061668	0.0117060155651209	0.00257743482834134
5.83333333333333	0.0554789261432606	0.0167253867109058	0.0189586901273143	0.0450035246592731	0.0421117736107221	0.0243441568898511	0.0148725405339274	0.0121003815907201	0.00277292422452578
6	0.0545734520225574	0.0164197013587369	0.0187158700664349	0.0447240326862165	0.0424836030225282	0.0246018665309288	0.0151615112876604	0.0124886000312269	0.0029709988376014
6.16666666666667	0.0536847096208694	0.0161126665180897	0.0184577467252998	0.044418799535524	0.0428280406891758	0.0248419766724381	0.015439672549931	0.0128699092956941	0.00317128247226724
6.33333333333333	0.0528122396185691	0.015804874903098	0.0181859242002692	0.0440895431021159	0.0431456780954908	0.025065042546252	0.0157067603033044	0.0132435477931742	0.00337339893322234
6.5	0.0519555826960294	0.0154969192278955	0.0179020065877033	0.0437379812809123	0.0434371067262995	0.0252716193842433	0.015962510530346	0.0136087539327201	0.00357697202516571
6.66666666666667	0.0511142795336232	0.015189392206616	0.0176075979839624	0.0433658319668336	0.043702918066428	0.0254622624182851	0.016206659213621	0.0139647661233843	0.0037816255527964
6.83333333333333	0.0502878708117232	0.0148828865533933	0.0173043024854067	0.0429748130547999	0.0439437036007024	0.0256375268802501	0.0164389423356945	0.0143108227742197	0.00398698332081344
7	0.0494758972107022	0.0145779949823613	0.0169937241883965	0.0425666424397317	0.0441600548139488	0.0257979680020115	0.0166590958791319	0.0146461622942787	0.00419266913391587
7.16666666666667	0.048677899410933	0.0142753102076537	0.0166774671892921	0.042143038016549	0.0443525631909933	0.025944141015442	0.0168668558264984	0.0149700230926143	0.00439830679680271
7.33333333333333	0.0478934180927884	0.0139754249434042	0.0163571355844536	0.0417057176801721	0.044521820216662	0.0260766011524146	0.0170619581603593	0.015281643578279	0.00460352011417299
7.5	0.0471219939366412	0.0136789319037468	0.0160343334702413	0.0412563993255214	0.0446684173757811	0.0261959036448023	0.0172441388632797	0.0155802621603255	0.00480793289072576
7.66666666666667	0.0463631676228641	0.0133864238028151	0.0157106649430156	0.040796800847517	0.0447929461531766	0.026302603724478	0.017413133917825	0.0158651172478065	0.00501116893116004
7.83333333333333	0.04561647983183	0.013098493354743	0.0153877340991365	0.0403286401410792	0.0448959980336748	0.0263972566233147	0.0175686793065604	0.0161354472497747	0.00521285204017487
8	0.0448814712439116	0.0128157332736643	0.0150671450349645	0.0398536351011283	0.0449781645021016	0.0264804175731851	0.0177105110120511	0.0163904905752828	0.00541260602246927
8.16666666666667	0.0441576825394819	0.0125387362737127	0.0147505018468596	0.0393735036225844	0.0450400370432832	0.0265526418059623	0.0178383650168624	0.0166294856333834	0.00561005468274229
8.33333333333333	0.0434446543989134	0.012268095069022	0.0144394086311822	0.038889963600368	0.0450822071420458	0.0266144845535193	0.0179519773035596	0.0168516708331293	0.00580482182569295
8.5	0.0427419874610869	0.0120042834931808	0.0141351836485953	0.0384044779189198	0.0451052446373959	0.0266664435400174	0.0180511863782156	0.0170564767602181	0.00599659362812661
8.66666666666667	0.0420495221989143	0.0117472998575959	0.013838001816973	0.0379174894207639	0.0451096327850617	0.0267087864587725	0.0181362408409345	0.0172441027069274	0.0061853057552739
8.83333333333333	0.0413671590438152	0.0114970235931291	0.0135477522184919	0.0374291859379449	0.0450958331949519	0.0267417234953889	0.0182074918153281	0.0174149401421798	0.00637095624447179
9	0.0406947984272095	0.0112533341306421	0.0132643239353289	0.0369397553025074	0.0450643074769752	0.026765464835471	0.0182652904250083	0.0175693805348976	0.00655354313305724
9.16666666666667	0.0400323407805168	0.0110161109009965	0.0129876060496608	0.0364493853464961	0.0450155172410403	0.0267802206646231	0.018309987793587	0.0177078153540035	0.00673306445836719
9.33333333333333	0.039379686535157	0.0107852333350541	0.0127174876436643	0.0359582639019556	0.0449499240970559	0.0267862011684496	0.0183419350446759	0.0178306360684201	0.00690951825773862
9.5	0.0387367361225496	0.0105605808636764	0.0124538577995164	0.0354665788009306	0.0448679896549306	0.0267836165325547	0.0183614833018869	0.0179382341470697	0.00708290256850847
9.66666666666667	0.0381033899741145	0.0103420329177253	0.0121966055993937	0.0349745178754656	0.0447701755245732	0.0267726769425428	0.0183689836888317	0.0180310010588751	0.00725321542801372
9.83333333333333	0.0374795485212714	0.0101294689280622	0.011945620125473	0.0344822689576054	0.0446569433158923	0.0267535925840183	0.0183647873291224	0.0181093282727586	0.00742045487359131
10	0.03686511219544	0.00992276832554904	0.0117007904599312	0.0339900198793945	0.0445287546387967	0.0267265736425855	0.0183492453463706	0.0181736072576429	0.0075846189425782
10.1666666666667	0.03625998142804	0.00972181054104736	0.0114620056849451	0.0334979584728776	0.0443860711031949	0.0266918303038487	0.0183227088641882	0.0182242294824505	0.00774570567231136
10.3333333333333	0.0356640566504912	0.00952647500541886	0.0112291548826913	0.0330062725700994	0.0442293543189958	0.0266495727534124	0.018285529006187	0.0182615864161039	0.00790371310012774
10.5	0.0350772382942133	0.00933664114952523	0.0110021271353468	0.0325151500031045	0.0440590658961079	0.0266000111768808	0.018238056895979	0.0182860695275256	0.00805863926336431
10.6666666666667	0.034499426790626	0.00915218840422814	0.0107808115250883	0.0320247786039375	0.04387566744444	0.0265433557598582	0.0181806436571759	0.0182980702856382	0.00821048219935801
10.8333333333333	0.0339305225711491	0.00897299620038927	0.0105650971340926	0.031535346204643	0.0436796205739008	0.026479816687949	0.0181136404133895	0.0182979801593642	0.00835923994544582
11	0.0333704260672023	0.0087989439688703	0.0103548730445365	0.0310470406372658	0.0434713868943989	0.0264096041467577	0.0180373982882316	0.0182861906176262	0.00850491053896468
11.1666666666667	0.0328190377102053	0.0086299111405329	0.0101500283385967	0.0305600497338504	0.043251428015843	0.0263329283218884	0.0179522684053142	0.0182630931293466	0.00864749201725155
