Time	A	B	C	D	E	F	G	H
1.41666666666667	0.867556074478629	0.0627624378827547	0.0185851790268897	0.0123633641903129	0.0247267283806259	0.0243704263072434	0.00894465839596892	0.00576684355741398
1.5	0.860367120734139	0.0649594868405664	0.019172522565477	0.0136469974647934	0.0272939949295867	0.0258381056147552	0.00984551493282256	0.00651923568666001
1.58333333333333	0.853239998814496	0.0670317929955132	0.0197155500061444	0.0149702759297098	0.0299405518594196	0.0272989963628149	0.0107696731784702	0.00732269655206472
1.66666666666667	0.846173944642332	0.0689849271350959	0.0202159260232199	0.0163301547366784	0.0326603094733568	0.0287516674954836	0.0117146323649848	0.00817773144141806
1.75	0.839168208982544	0.070824296621954	0.0206752809919201	0.0177236819939116	0.0354473639878231	0.0301947442634449	0.0126779788708654	0.00908479211457365
1.83333333333333	0.832222057442288	0.0725551453938649	0.0210952109883508	0.0191479987662182	0.0382959975324364	0.0316269082240043	0.013657386221038	0.0100442768034488
1.91666666666667	0.82533477047099	0.0741825539637443	0.0214772777895066	0.0206003390750036	0.0412006781500072	0.0330468972410897	0.0146506150868547	0.0110565302120244
2	0.818505643360336	0.0757114394196463	0.0218230088732711	0.0220780298982694	0.0441560597965389	0.0344535054852512	0.0156555132860942	0.0121218435163452
2.08333333333333	0.811733986244277	0.0771465554247632	0.022133897418417	0.0235784911706139	0.0471569823412277	0.0358455834336608	0.0166700157829615	0.0132404543645194
2.16666666666667	0.80501912409903	0.0784924922174255	0.0224114023046058	0.0250992357832314	0.0501984715664628	0.0372220378701131	0.0176921446880882	0.014412546876719
2.25	0.798360396743074	0.079753676611102	0.022656948112388	0.026637869583913	0.0532757391678259	0.0385818318850246	0.0187200092585324	0.0156382516451797
2.33333333333333	0.791757158837151	0.0809343719943997	0.022871925123203	0.0281920913770459	0.0563841827540918	0.0399239848754342	0.0197518058977785	0.0169176457342007
2.41666666666667	0.785208779884271	0.0820386783310641	0.0230576893193792	0.0297596929236139	0.0595193858472279	0.0412475725450027	0.0207858181557374	0.0182507526801451
2.5	0.778714644229703	0.0830705321599787	0.0232155623841341	0.0313385589411973	0.0626771178823946	0.0425517269040134	0.0218204167287466	0.0196375424914396
2.58333333333333	0.772274151060986	0.0840337065951652	0.0233468317015739	0.0329266671039725	0.0658533342079451	0.0438356362693716	0.0228540594595699	0.0210779316485744
2.66666666666667	0.765886714407916	0.0849318113257839	0.023452750356694	0.0345220880427126	0.0690441760854253	0.045098545264605	0.0238852913373975	0.0225717831041036
2.75	0.75955176314256	0.0857682926161331	0.0235345371353785	0.036122985344787	0.072245970689574	0.0463397548198632	0.0249127444978462	0.0241189062826448
2.83333333333333	0.753268740979245	0.0865464333056494	0.0235933765244007	0.0377276155541614	0.0754552311083228	0.0475586221719183	0.0259351382229593	0.0257190570808794
2.91666666666667	0.747037106474561	0.0872693528089077	0.0236304187114227	0.0393343281713981	0.0786686563427963	0.0487545608641643	0.0269512789412063	0.0273719378675524
3	0.740856333027367	0.0879400071156211	0.0236467795849957	0.0409415656536558	0.0818831313073115	0.0499270407466176	0.0279600602274835	0.0290771974834726
3.08333333333333	0.734725908878781	0.0885611887906411	0.0236435407345597	0.0425478634146893	0.0850957268293787	0.0510755879759167	0.0289604628031133	0.0308344312415122
3.16666666666667	0.728645337112187	0.0891355269739573	0.0236217494504438	0.0441518498248503	0.0883036996497006	0.0521997850153223	0.0299515545358448	0.0326431809266073
3.25	0.722614135653235	0.0896654873806976	0.0235824187238658	0.0457522462110866	0.0915044924221731	0.0532992706347174	0.0309324904398534	0.0345029347957576
3.33333333333333	0.716631837269835	0.0901533723011282	0.0235265272469329	0.0473478668569423	0.0946957337138847	0.0543737399106071	0.0319025126757412	0.0364131275780265
3.41666666666667	0.710697989572165	0.0906013206006536	0.0234550194126408	0.0489376190025583	0.0978752380051166	0.0554229442261186	0.0328609505505364	0.038373140474541
3.5	0.704812155012663	0.0910113077198164	0.0233688053148745	0.0505205028446716	0.101041005689343	0.0564466912710015	0.0338072205176939	0.0403823011584918
3.58333333333333	0.698973910886036	0.0913851456742977	0.0232687607484077	0.0520956115366157	0.104191223073231	0.0574448450416274	0.0347408261770951	0.0424398837751334
3.66666666666667	0.693182849329251	0.0917244830549166	0.0231557272089032	0.0536621311883206	0.107324262376641	0.0584173258409902	0.0356613582750477	0.0445451089417838
3.75	0.687438577321541	0.0920308050276305	0.0230305118929128	0.0552193408663125	0.110438681732625	0.059364110278706	0.0365684947042858	0.0466971437478248
3.83333333333333	0.681740716684402	0.0923054333335354	0.0228938876978771	0.0567666125937141	0.113533225187428	0.0602852312710131	0.0374620005039702	0.0488951017547017
3.91666666666667	0.676088904081594	0.0925495262888652	0.0227465932221259	0.0583034113502447	0.116606822700489	0.0611807780407718	0.038341727859688	0.0511380429959236
4	0.670482791019143	0.092764078784992	0.0225893327648776	0.0598292950722198	0.11965859014444	0.062050896117465	0.0392076161034527	0.0534249739770633
4.08333333333333	0.664922043845336	0.0929499222884266	0.0224227763262398	0.0613439146525513	0.122687829305103	0.0628957873371973	0.0400596917137044	0.0557548476757571
4.16666666666667	0.659406343750728	0.0931077248408176	0.0222475596072092	0.0628470139407477	0.125694027881495	0.0637157098426959	0.0408980683153095	0.0581265635417053
4.25	0.653935386166267	0.0932379979238376	0.022064284843838	0.0643384260937595	0.128676852187519	0.0645109755138575	0.0417229427233028	0.0605389705743504
4.33333333333333	0.648508874142769	0.0933411719729252	0.0218735299830712	0.065818033435285	0.13163606687057	0.0652819217037714	0.0425345514240463	0.0629909011773454
4.41666666666667	0.643126511730377	0.0934176718910263	0.0216758578585826	0.0672857273150746	0.134571454630149	0.0660288829747421	0.0433331270563889	0.0654812050130212
4.5	0.637788003376702	0.0934679239134802	0.0214718170249419	0.0687414044597773	0.137482808919555	0.0667521885288373	0.0441188944554077	0.068008752080066
4.58333333333333	0.632493053926819	0.0934923556080193	0.0212619417576149	0.0701849669729404	0.140369933945881	0.0674521622078871	0.0448920706524084	0.0705724327135244
4.66666666666667	0.627241368623263	0.0934913958747694	0.021046752052963	0.0716163223350094	0.143232644670019	0.0681291224934848	0.0456528648749251	0.0731711575847983
4.75	0.622032653106039	0.0934654749462493	0.0208267536282439	0.0730353834033285	0.146070766806657	0.0687833825069863	0.0464014785467201	0.0758038577016466
4.83333333333333	0.616866613412611	0.0934150243873712	0.0206024379216108	0.0744420684121398	0.14888413682428	0.0694152500095106	0.0471381052877843	0.0784694844081849
4.91666666666667	0.611742955977913	0.0933404770954405	0.0203742820921133	0.0758363009725843	0.151672601945169	0.0700250274019394	0.0478629309143371	0.0811670093848857
5	0.606661387634337	0.0932422673001559	0.0201427490196964	0.0772180100727011	0.154436020145402	0.0706130117249174	0.0485761334388261	0.0838954246485788
5.08333333333333	0.601621615611745	0.0931208305636091	0.0199082873052014	0.0785871300774274	0.157174260154855	0.0711794946588519	0.0492778830699274	0.0866537425524505
5.16666666666667	0.59662334753746	0.0929766037802852	0.0196713312703654	0.0799436007285994	0.159887201457199	0.0717247625239134	0.0499683422125457	0.0894409957860444
5.25	0.591666291436269	0.0928100251770626	0.0194323009578214	0.0812873671449511	0.162574734289902	0.0722490962800348	0.0506476654678138	0.0922562373752608
5.33333333333333	0.586750155730425	0.0926215343132127	0.0191916021310984	0.0826183798221151	0.16523675964423	0.0727527715269124	0.0513159996330931	0.095098540682357
5.41666666666667	0.581874649239644	0.0924115720804003	0.0189496262746211	0.0839365946326223	0.167873189265245	0.0732360585040048	0.0519734837019734	0.0979669994059473
5.5	0.577039481181108	0.0921805807026834	0.0187067505937103	0.0852419728259021	0.170483945651804	0.073699222090534	0.0526202488642729	0.100860727581003
5.58333333333333	0.572244361169461	0.0919290037365131	0.0184633380145827	0.0865344810282822	0.173068962056564	0.0741425218054844	0.0532564185060382	0.103778859578852
5.66666666666667	0.567488999216812	0.091657286070734	0.018219737184351	0.0878140912429885	0.175628182485977	0.0745662118076036	0.0538821082095444	0.106720550107179
5.75	0.562773105732736	0.0913658739265837	0.0179762824710236	0.0890807808501455	0.178161561700291	0.0749705408954018	0.0544974257532949	0.109684974210027
5.83333333333333	0.558096391524271	0.091055214857693	0.0177332939635049	0.090334532606776	0.180669065213552	0.0753557525071521	0.0551024711120215	0.112671327267795
5.91666666666667	0.553458567795918	0.0907257577500862	0.0174910774715954	0.0915753346468011	0.183150669293602	0.0757220847208906	0.0556973364566846	0.115678824997238
6	0.548859346149643	0.0903779528221805	0.0172499245259913	0.0928031804810403	0.185606360962081	0.0760697702544162	0.0562821061544729	0.118706703451468
6.08333333333333	0.544298438584879	0.0900122516247865	0.0170101123782848	0.0940180689972115	0.188036137994423	0.0763990364652905	0.0568568567688034	0.121754219019957
6.16666666666667	0.53977555749852	0.0896291070411081	0.016771904000964	0.095220004459931	0.190440008919862	0.0767101053508382	0.0574216570593217	0.124820648428531
6.25	0.535290415684924	0.0892289732867422	0.0165355480874129	0.0964089965107132	0.192817993021426	0.0770031935481466	0.0579765679819018	0.127905288739372
6.33333333333333	0.530842726335917	0.0888123059096792	0.0163012790519114	0.0975850601679713	0.195170120335943	0.0772785123340661	0.058521642688646	0.131007457351023
6.41666666666667	0.526432203040784	0.0883795617903025	0.0160693170296355	0.0987482158270165	0.197496431654033	0.0775362676252099	0.0590569265278851	0.134126491998379
6.5	0.52205855978628	0.0879311991413888	0.0158398678766569	0.0998984892600586	0.199796978520117	0.0777766599779538	0.0595824570441783	0.137261750752697
6.58333333333333	0.51772151095662	0.0874676775081082	0.0156131231699433	0.101035911616206	0.202071823232411	0.0779998845884368	0.0600982639783132	0.140412612021586
6.66666666666667	0.513420771333485	0.0869894577680237	0.0153892602073584	0.102160519421464	0.204321038842928	0.0782061312925606	0.0606043692673059	0.143578474549016
6.75	0.509156056096019	0.0864970021310917	0.0151684420076616	0.103272354578739	0.206544709157477	0.0783955845659898	0.0611007870444008	0.146758757415312
6.83333333333333	0.504927080820833	0.085990774139662	0.0149508173105084	0.104371464367833	0.208742928735665	0.0785684235241517	0.0615875236390706	0.149952900037155
6.91666666666667	0.500733561481999	0.0854712386684773	0.0147365205764502	0.105457901445447	0.210915802890895	0.0787248219222367	0.0620645775770169	0.153160362167586
7	0.496575214451056	0.0849388619246738	0.0145256719869343	0.106531723845183	0.213063447690366	0.0788649481551978	0.0625319395801691	0.156380623895999
7.08333333333333	0.492451756497005	0.0843941114477807	0.0143183774443039	0.107592994977538	0.215185989955076	0.0789889652577511	0.0629895925666855	0.159613185648149
7.16666666666667	0.488362904786313	0.0838374561097206	0.0141147285717981	0.108641783629908	0.217283567259817	0.0790970309043755	0.0634375116509526	0.162857568186145
7.25	0.484308376882911	0.0832693661148093	0.0139148027135519	0.10967816396659	0.219356327933179	0.0791892974093125	0.0638756641435853	0.166113312608454
7.33333333333333	0.480287890748193	0.0826903129997558	0.0137186629345964	0.110702215528775	0.22140443105755	0.0792659117265669	0.0643040095514269	0.169379980349899
7.41666666666667	0.476301164741019	0.0821007696336623	0.0135263580208583	0.111714023234556	0.223428046469112	0.0793270154499059	0.0647224995775493	0.172657153181662
7.5	0.472347917617712	0.0815012102180243	0.0133379224791606	0.112713677378923	0.225427354757846	0.0793727448128599	0.0651310781212527	0.17594443321128
7.58333333333333	0.468427868532061	0.0808921102867304	0.0131533765372218	0.113701273633765	0.227402547267529	0.0794032306887219	0.0655296812780656	0.179241442882648
7.66666666666667	0.464540737035316	0.0802739467060626	0.0129727261436567	0.114676913047867	0.229353826095735	0.079418598590548	0.0659182373397451	0.182547824976017
7.75	0.460686243076195	0.079647197674696	0.0127959629679757	0.115640702046917	0.231281404093833	0.079418968671157	0.0662966667942766	0.185863242607997
7.83333333333333	0.456864107000877	0.0790123427236989	0.0126230644005854	0.116592752433496	0.233185504866992	0.0794044557231306	0.066664882325874	0.189187379231551
7.91666666666667	0.453074049553008	0.078369862716533	0.0124539935527882	0.117533181387087	0.235066362774175	0.0793751691788133	0.0670227888149796	0.192519938636003
8	0.449315791873697	0.0777202398490532	0.0122886992567823	0.118462111464071	0.236924222928142	0.0793312131103126	0.067370283338264	0.195860644947033
8.08333333333333	0.445589055501518	0.0770639576495073	0.012127116065662	0.119379670597726	0.238759341195451	0.0792726862294986	0.0677072551686264	0.199209242626675
8.16666666666667	0.441893562372507	0.0764015009785368	0.0119691642534174	0.120285992098228	0.240571984196456	0.0791996818880045	0.0680335857751943	0.202565496473325
8.25	0.438229034820168	0.0757333560291762	0.0118147498149345	0.121181214652654	0.242362429305308	0.0791122880772263	0.0683491488233236	0.205929191621731
8.33333333333333	0.434595195575466	0.0750600103268531	0.0116637644659954	0.122065482324977	0.244130964649955	0.0790105874283228	0.0686538101745987	0.209300133543
8.41666666666667	0.430991767857941	0.0743819522138705	0.0115160863796869	0.122938944275425	0.24587788855085	0.0788946576913111	0.0689474284729819	0.212678146947997
8.5	0.427418476377917	0.0736996651787071	0.0113715882868978	0.12380175167338	0.24760350334676	0.0787645770051168	0.0692298615924585	0.216063063724736
8.58333333333333	0.423875048338708	0.0730136221853185	0.0112301455768168	0.124654054610287	0.249308109220575	0.0786204291676239	0.0695009730846818	0.219454710875777
8.66666666666667	0.420361213527726	0.072324285157619	0.0110916370333413	0.125496001819005	0.250992003638011	0.0784623041147705	0.0697606327651226	0.222852909421628
8.75	0.416876704316489	0.0716321049794816	0.0109559448350769	0.126327740673809	0.252655481347617	0.0782902979205483	0.0700087167130694	0.226257474400739
8.83333333333333	0.413421255660611	0.0709375214947377	0.0108229545553379	0.127149417190386	0.254298834380772	0.0781045127970035	0.070245107271628	0.229668214869509
8.91666666666667	0.409994605099808	0.0702409635071777	0.0106925551621472	0.127961176025842	0.255922352051684	0.0779050570942357	0.070469693047722	0.233084933902281
9	0.406596492757897	0.0695428487805504	0.0105646390182362	0.128763160478696	0.257526320957392	0.0776920453003989	0.0706823689120922	0.236507428591342
9.08333333333333	0.403226661342797	0.0688435840385636	0.0104391018810449	0.129555512488883	0.259111024977765	0.0774655980417007	0.0708830359992974	0.239935490046927
9.16666666666667	0.399884856146526	0.0681435649648833	0.0103158429027216	0.130338372637751	0.260676745275502	0.0772258420824029	0.0710716017077136	0.243368903397215
9.25	0.396570825045202	0.0674431762031346	0.0101947646301235	0.131111880148066	0.262223760296132	0.0769729103248211	0.0712479796995344	0.246807447788332
9.33333333333333	0.393284318499045	0.0667427913569011	0.0100757730048161	0.131876172884007	0.263752345768015	0.0767069418093251	0.071412089900771	0.250250896384347
9.41666666666667	0.390025089552375	0.0660427729897249	0.00995877736307346	0.13263138735117	0.26526277470234	0.0764280817143383	0.0715638585012522	0.253699016367279
9.5	0.386792893833614	0.0653434726251071	0.00984369043587833	0.133377658696564	0.266755317393128	0.0761364813563383	0.0717032179546242	0.257151568937087
9.58333333333333	0.383587489555284	0.0646452307465074	0.00973042834892189	0.134115120708614	0.268230241417228	0.0758322981898565	0.0718301069783509	0.260608309311679
9.66666666666667	0.380408637514005	0.0639483767973437	0.00961891062260389	0.13484390581716	0.26968781163432	0.0755156958074784	0.0719444705537135	0.264068986726908
9.75	0.377256101090502	0.0632532291809933	0.00950906017203261	0.135564145093458	0.271128290186915	0.0751868439398434	0.0720462599258111	0.267533344436573
9.83333333333333	0.374129646249598	0.0625600952607917	0.00940080330702491	0.136275968250177	0.272551936500354	0.0748459184556449	0.07213543260356	0.271001119712417
9.91666666666667	0.371029041540217	0.0618692713600331	0.00929406973210615	0.136979503641403	0.273959007282806	0.0744931013616301	0.0722119523596943	0.274472043844129
10	0.367954058095385	0.0611810427619705	0.00918879254651027	0.137674878262637	0.275349756525273	0.0741285808026002	0.0722757892307655	0.277945842139345
10.0833333333333	0.364904469632226	0.0604956837098155	0.00908490824417975	0.138362217750793	0.276724435501586	0.0737525510614106	0.0723269195171426	0.281422233923645
10.1666666666667	0.361880052451968	0.0598134574067384	0.00898235671376559	0.139041646384203	0.278083292768407	0.0733652125589702	0.0723653257830123	0.284900932540555
10.25	0.358880585439937	0.0591346160158681	0.00888108123862735	0.139713287082613	0.279426574165225	0.0729667718542424	0.0723909968563787	0.288381645351547
10.3333333333333	0.35590585006556	0.0584594006602923	0.00878102849683316	0.140377261407182	0.280754522814364	0.0725574416442441	0.0724039278290636	0.291864073736038
10.4166666666667	0.352955630382367	0.0577880414230572	0.00868214856115964	0.141033689560488	0.282067379120975	0.0721374407640463	0.0724041200567061	0.295347913091389
10.5	0.350029713027986	0.0571207573471678	0.00858439489909201	0.14168269038652	0.283365380773039	0.071706994186774	0.0723915811587632	0.298832852832911
10.5833333333333	0.347127887224146	0.0564577564355878	0.00848772437282399	0.142324381370685	0.28464876274137	0.0712663330236062	0.0723663250185091	0.302318576393855
10.6666666666667	0.344249944776679	0.0557992356512393	0.00839209723925787	0.142958878639804	0.285917757279608	0.0708156945237757	0.0723283717830357	0.305804761225422
10.75	0.341395680075514	0.0551453809170034	0.00829747715000448	0.143586296962114	0.287172593924227	0.0703553220745693	0.0722777478632523	0.309291078796756
10.8333333333333	0.338564890094683	0.0544963671157197	0.00820383115138319	0.144206749747265	0.288413499494529	0.0698854652013279	0.0722144859338862	0.312777194594948
10.9166666666667	0.33575737439232	0.0538523580901864	0.00811112968442192	0.144820349046324	0.289640698092647	0.0694063795674462	0.0721386249334816	0.316262768125034
11	0.332972935110656	0.0532135066431607	0.00801934658485713	0.145427205551772	0.290854411103544	0.0689183269743729	0.0720502100644007	0.319747452909994
11.0833333333333	0.330211376976025	0.0525799545373579	0.00792845908313382	0.146027428597506	0.292054857195013	0.0684215753616106	0.071949292792823	0.323230896490756
11.1666666666667	0.327472507298862	0.0519518324954526	0.00783844780440555	0.146621126158838	0.293242252317677	0.067916398806716	0.0718359308487458	0.326712740426193
11.25	0.324756135973702	0.0513292602000777	0.00774929676853441	0.147208404852495	0.29441680970499	0.0674030775252995	0.0717101882259836	0.330192620293121
11.3333333333333	0.322062075479179	0.0507123462938247	0.00766099339009105	0.147789369936618	0.295578739873235	0.0668818978710257	0.0715721351821687	0.333670165686306
11.4166666666667	0.319390140878031	0.050101188379244	0.00757352847835463	0.148364125310764	0.296728250621527	0.0663531523356132	0.0714218482387509	0.337145000218456
11.5	0.316740149817094	0.0494958730188445	0.0074868962373129	0.148932773515905	0.297865547031809	0.0658171395488342	0.0712594101809975	0.340616741520225
11.5833333333333	0.314111922527306	0.048896475735094	0.00740109426566213	0.149495415734428	0.298990831468856	0.0652741642785152	0.0710849100579933	0.344085001240214
11.6666666666667	0.311505281823705	0.0483030610104187	0.00731612355680713	0.150052151790136	0.300104303580271	0.0647245374305364	0.0708984431826408	0.347549385044969
11.75	0.308920053105431	0.0477156822872036	0.00723198849886126	0.150603080148245	0.30120616029649	0.0641685760488322	0.0707001111316599	0.35100949261898
11.8333333333333	0.306356064355721	0.0471343819677923	0.00714869687464644	0.151148297915388	0.302296595830777	0.0636066033153908	0.0704900217455881	0.354464917664686
11.9166666666667	0.303813146141918	0.0465591914144872	0.0070662598616931	0.151687900839613	0.303375801679227	0.0630389485502545	0.0702682891287803	0.357915247902467
12	0.301291131615461	0.0459901309495492	0.00698469203224026	0.152221983310382	0.304443966620765	0.0624659472115192	0.0700350336494093	0.361360065070652
12.0833333333333	0.298789856511893	0.045427209855198	0.00690401135323545	0.152750638358573	0.305501276717145	0.0618879408953351	0.069790381939465	0.364798944925514
12.1666666666667	0.296309159150855	0.0448704263736119	0.00682423918633474	0.153273957656477	0.306547915312955	0.0613052773359063	0.0695344668947552	0.368231457241272
12.25	0.293848880436091	0.0443197677069279	0.00674540028790279	0.153792031517804	0.307584063035609	0.0607183104054908	0.0692674276749051	0.371657165810091
12.3333333333333	0.291408863855444	0.0437752100172417	0.00666752280901274	0.154304948897676	0.308609897795353	0.0601274001144005	0.0689894097033574	0.37507562844208
12.4166666666667	0.288988955480858	0.0432367184266075	0.00659063829544633	0.154812797392631	0.309625594785262	0.0595329126110014	0.0687005646673724	0.378486396965296
12.5	0.286589003968379	0.0427042470170384	0.00651478168769381	0.155315663240622	0.310631326481244	0.0589352201817132	0.0684010505180279	0.381889017225739
12.5833333333333	0.284208860473922	0.0421777393206252	0.00643999109988252	0.155813631354381	0.311627262708761	0.0583347006393083	0.0680910313098494	0.385283029641245
12.6666666666667	0.281848377726761	0.0416571337108476	0.00636630538799047	0.15630678568842	0.31261357137684	0.0577317305941937	0.0677706754367415	0.388667975294258
12.75	0.27950740910301	0.0411423687938853	0.0062937617180601	0.156795209606037	0.313590419212075	0.0571266787256938	0.0674401538679189	0.392043402024608
12.8333333333333	0.277185808541392	0.0406333838987368	0.0062223953451267	0.157278985912675	0.31455797182535	0.0565199051703488	0.0670996399875369	0.395408864983397
12.9166666666667	0.274883430543244	0.0401301190772199	0.00615223961321847	0.157758196855924	0.315516393711847	0.0559117615219147	0.0667493095946913	0.398763926633001
13	0.272600130172514	0.0396325151039713	0.0060833259553565	0.158232924125521	0.316465848251042	0.0553025908313632	0.0663893409034182	0.402108156747069
13.0833333333333	0.270335763055761	0.0391405134764469	0.00601568389355476	0.158703248853352	0.317406497706703	0.0546927276068818	0.0660199145426943	0.405441132410523
13.1666666666667	0.268090185382156	0.0386540564149216	0.00594934103882012	0.159169251613447	0.318338503226894	0.0540824978138736	0.0656412135564365	0.408762438019558
13.25	0.265863253903481	0.0381730868624893	0.00588432309115233	0.159631012421986	0.319262024843973	0.0534722188749577	0.0652534234035025	0.412071665281644
13.3333333333333	0.26365482593413	0.0376975484850631	0.00582065383954404	0.160088610737295	0.32017722147459	0.0528621996699688	0.0648567319576902	0.415368413215522
13.4166666666667	0.261464759351108	0.0372273856713751	0.00575835516198079	0.160542125459846	0.321084250919692	0.0522527405359574	0.064451329507738	0.418652288151207
13.5	0.259292912594032	0.0367625435329764	0.005697447025441	0.16099163493226	0.321983269864519	0.0516441332671898	0.0640374087573247	0.421922903729989
13.5833333333333	0.257139144665131	0.0363029679042371	0.005637947485896	0.161437216939303	0.322874433878605	0.0510366611151479	0.0636151648250699	0.425179880904428
13.6666666666667	0.255003315129245	0.0358486053423467	0.00557987268830998	0.161878948707889	0.323757897415778	0.0504305987885297	0.063184795244533	0.42842284793836
13.75	0.252885284113824	0.0353994031273134	0.00552323686664005	0.162316906907081	0.324633813814161	0.0498262124532486	0.0627464999642145	0.431651440406892
13.8333333333333	0.250784912308932	0.0349553092619646	0.00546805234383619	0.162751167648085	0.32550233529617	0.0492237597324338	0.062300481347555	0.434865301196407
13.9166666666667	0.248702060967243	0.0345162724719468	0.00541432953184129	0.163181806484258	0.326363612968516	0.0486234897064306	0.0618469441729355	0.438064080504558
14	0.246636591904043	0.0340822422057255	0.00536207693159111	0.163608898411102	0.327217796822203	0.0480256429127996	0.0613860956336777	0.441247435840274
14.0833333333333	0.244588367497231	0.0336531686345852	0.00531130113301431	0.164032517866266	0.328065035732532	0.0474304513463175	0.0609181453380436	0.444415032023756
14.1666666666667	0.242557250687314	0.0332290026526297	0.00526200681503244	0.164452738729547	0.328905477459095	0.0468381384589766	0.0604433053092356	0.447566541186478
14.25	0.240543104977413	0.0328096958767817	0.00521419674555994	0.16486963432289	0.329739268645779	0.046248919159985	0.0599617899853966	0.450701642771187
14.3333333333333	0.238545794433261	0.0323952006467828	0.00516787178150414	0.165283277410383	0.330566554820766	0.0456629998157665	0.0594738162196101	0.453820023531906
14.4166666666667	0.2365651836832	0.031985470025194	0.00512303086876526	0.165693740198266	0.331387480396532	0.0450805782499607	0.0589796032798999	0.456921377533927
14.5	0.234601137918187	0.0315804577973951	0.00507967104223641	0.166101094334923	0.332202188669846	0.0445018437434231	0.0584793728492301	0.460005406153818
14.5833333333333	0.232653522891788	0.0311801184715851	0.00503778742580359	0.166505410910887	0.333010821821773	0.0439269770342247	0.0579733490255056	0.463071818079419
14.6666666666667	0.230722204920181	0.030784407278782	0.00499737323234569	0.166906760458835	0.33381352091767	0.0433561503176524	0.0574617583215715	0.466120329309846
14.75	0.228807050882155	0.0303932801728229	0.0049584197637345	0.167305212953595	0.33461042590719	0.042789527246209	0.0569448296652134	0.469150663155483
14.8333333333333	0.226907928219112	0.0300066938303639	0.00492091641083467	0.16770083781214	0.33540167562428	0.0422272629296127	0.0564227943991573	0.472162550237993
14.9166666666667	0.225024704935064	0.0296246056508803	0.00488485065350379	0.16809370389359	0.336187407787179	0.0416695039347977	0.0558958862810699	0.475155728490308
15	0.223157249596636	0.0292469737566663	0.00485020806059229	0.168483879499212	0.336967758998423	0.041116388285914	0.055364341483558	0.478129943156635
15.0833333333333	0.221305431333064	0.0288737569928352	0.00481697228994352	0.16887143237242	0.33774286474484	0.0405680454643273	0.0548283985941691	0.481084946792454
15.1666666666667	0.219469119836194	0.0285049149273194	0.00478512508839371	0.169256429698777	0.338512859397554	0.040024596408619	0.054288298615391	0.484020499264519
15.25	0.217648185360486	0.0281404078508705	0.00475464629177199	0.169638938105991	0.339277876211982	0.0394861535145863	0.053744284964652	0.486936367750855
15.3333333333333	0.21584249872301	0.0277801967770588	0.00472551382490037	0.170019023663918	0.340038047327835	0.0389528206352421	0.053196603474321	0.489832326740763
