Time	A	B	C	D	E	F	G	H	I	K	J
0	0.955485605792157	0.0175030679503589	0.00929770573460769	0.0141646541081124	0.0289558243457304	0.0122589571317709	0.0136039456242617	0.00929770573460742	0.00955712563629736	0.0185405849077273	0.00929770573460756
0.166666666666667	0.946922331738284	0.0239726401705815	0.0107652135807025	0.0140882123697763	0.0288029408690581	0.0140178651421557	0.0126366326767184	0.0105841005628694	0.00886578972143045	0.0171607442625898	0.00861368748426358
0.333333333333333	0.937951957414199	0.030066360272888	0.0121655872044785	0.0142191270552045	0.0290647702399145	0.0158819538824346	0.0119013350397722	0.0119181419500709	0.00831509986616726	0.0159833040122056	0.00804691076156692
0.5	0.928603346870969	0.0357962559075337	0.0134999696644377	0.0145497032561629	0.0297259226418314	0.0178406067797748	0.011383348076018	0.0133028815534427	0.00789648365997863	0.0150017271766198	0.00759387767846346
0.666666666666667	0.918904660942161	0.0411741627396368	0.0147695080353799	0.0150723536877315	0.0307712235049687	0.0198835038701533	0.011068341153241	0.0147412235073437	0.00760158323656987	0.0142095846030201	0.00725113627456428
0.833333333333333	0.908883357243837	0.0462117244491775	0.0159753534084023	0.0157795986883043	0.0321857135061142	0.0220006217983568	0.0109423576444164	0.0162359244232612	0.00742225527388077	0.0136005549657368	0.00701528051714558
1	0.898566190174557	0.050920392730999	0.0171186608909	0.0166640662195891	0.0339546485686838	0.0241822338179819	0.0109918149277095	0.0177895933898108	0.00735057099408561	0.0131684247662428	0.00688295030114874
1.16666666666667	0.887979210915381	0.0553114272948067	0.0182005896065656	0.0177184918666078	0.0360634998627213	0.0264189097914349	0.0112035043864757	0.0194046919727364	0.00737881616359314	0.0129070883331538	0.00685083144918024
1.33333333333333	0.877147767429866	0.0593958958651687	0.0192223026953896	0.0189357188376965	0.0384979538048986	0.0287015161899319	0.0115645914092603	0.0210835342149101	0.00749949109304661	0.0128105478222279	0.00691565571151175
1.5	0.866096504464068	0.0631846741815153	0.0201849673136599	0.020308697964505	0.0412439120585155	0.0310212160934988	0.0120626153897989	0.0228282866363323	0.00770531063732374	0.0128729132163662	0.00707420076608007
1.66666666666667	0.854849363546539	0.0666884459981397	0.021089754633962	0.0218304877019972	0.0442874915335	0.0333694691909712	0.0126854897270171	0.0246409682341319	0.00798920419553672	0.0130884023256121	0.00732329021848715
1.83333333333333	0.84342958298833	0.0699177030841974	0.0219378398451793	0.0234942541284511	0.0476150243864078	0.0357380317799947	0.0134215018250306	0.0265234504825659	0.00834431571103225	0.0134513407871517	0.00765979360200009
2	0.831859697882992	0.0728827452237065	0.0227304021524928	0.0252932709454586	0.0512130580204228	0.0381189567670244	0.0142593130931451	0.0284774573330198	0.00876400367139149	0.013956162065314	0.00808062637755114
2.16666666666667	0.82016154010657	0.0755936802155475	0.023468624777381	0.0272209194779256	0.0550683550853569	0.0405045936673255	0.0151879589458564	0.0305045652140072	0.00924184110843008	0.0145974074515703	0.00858274993373769
2.33333333333333	0.808356238317612	0.0780604238734635	0.0241536949576202	0.0292706886740722	0.0591678934776499	0.0428875886049727	0.0161968488028504	0.03260620303117	0.00977161559819817	0.0153697260645348	0.00916317158682229
2.5	0.796464217957159	0.0802927000260601	0.0247868039472842	0.0314361751054321	0.0634988663403698	0.0452608843128507	0.0172757660890032	0.0347836521672786	0.0103473292609804	0.0162678748499642	0.00981894458073263
2.66666666666667	0.784505201248755	0.0823000405168055	0.0253691470167447	0.0337110829668533	0.0680486820632123	0.0476177201326538	0.0184148682343808	0.0370380464822315	0.0109631987612957	0.0172867185807579	0.0105471680870615
2.83333333333333	0.772498207198436	0.0840917852040301	0.0259019234526708	0.0360892240764978	0.0728049642825013	0.0499516320148863	0.0196046866742393	0.0393703723130557	0.0116136553078979	0.0184212298569578	0.011344987205067
3	0.760461551594743	0.0856770819609272	0.0263863365580294	0.0385645178758416	0.0777555518811887	0.0522564525188621	0.0208361268490249	0.0417814684739063	0.0122933446537749	0.0196664891057488	0.0122095929616722
3.16666666666667	0.748412847008709	0.0870648866755524	0.026823593652085	0.0411309914296744	0.0828884989888544	0.054526310812705	0.022100468204374	0.0442720262560667	0.0129971270961493	0.021017684581458	0.0131382223114654
3.33333333333333	0.736369002793869	0.0882639632508239	0.0272149060703999	0.0437827794261003	0.0881920749817062	0.0567556326733485	0.0233893641911128	0.0468425894279489	0.013720077476478	0.0224701123655554	0.0141281581367
3.5	0.724346225086255	0.0892828836045224	0.0275614891648337	0.0465141241765371	0.0936547644825799	0.0589391404865359	0.0246948422652579	0.0494935542350928	0.0144574851804527	0.0240191763666536	0.0151767292472946
3.66666666666667	0.712360016804394	0.0901300276692909	0.027864562303544	0.0493193756157169	0.0992652673609395	0.0610718532468204	0.0260093038880158	0.0522251694001669	0.0152048541379992	0.0256603883205079	0.0162813103808329
3.83333333333333	0.700425177649317	0.0908135833926352	0.028125348870986	0.0521929913016856	0.105012498732877	0.0631490865575649	0.0273255245257831	0.0550375361229678	0.0159579028232781	0.0273893677900161	0.0174393222025639
4	0.688555804104548	0.0913415467369236	0.0283450762679124	0.0551295364158031	0.110885588961112	0.065166452630942	0.0286366536501463	0.0579306080804206	0.0167125642546843	0.0292018421652187	0.0186482313054014
4.16666666666667	0.676765289436111	0.0917217216793867	0.0285249759113736	0.0581236837627432	0.116873883654992	0.0671198602879342	0.0299362147378824	0.0609041914265786	0.0174649859948472	0.031093646663299	0.0199055502099248
4.33333333333333	0.665066323692527	0.0919617202121178	0.0286662832347177	0.061170213770494	0.122966943670494	0.0690055149583339	0.0312181052709582	0.0639579447926232	0.0182115301506307	0.0330607243285826	0.0212088373643783
4.5	0.653470893704818	0.0920689623420726	0.0287702376875906	0.0642640144903575	0.129154545110221	0.0708199186807429	0.0324765967365305	0.0670913792868646	0.0189487733731334	0.035099126032538	0.0225556971446714
4.66666666666667	0.6419902830865	0.0920506760910694	0.0288380827359355	0.0674000815969494	0.135426679323404	0.0725598701025733	0.0337063346269464	0.0703038584947407	0.0196735068576879	0.0372050104737764	0.0239437798543787
4.83333333333333	0.63063507223359	0.091913897495789	0.0288710658619936	0.0705735183881998	0.141773552905905	0.0742224644800465	0.0349023384397429	0.0735945984788182	0.0203827363438616	0.0393746441780514	0.02537078172474
5	0.619415138324601	0.0916654706077746	0.0288704385643036	0.0737795357853526	0.148185587700211	0.075805093678194	0.0360600016776472	0.0769626677787919	0.0210736821154566	0.0416044014982594	0.0268344449146603
5.16666666666667	0.608339655320545	0.0913120474934321	0.0288374563577018	0.0770134523329657	0.154653420795437	0.077305446170857	0.0371750918485764	0.0804069874114847	0.0217437790005089	0.0438907646144394	0.0283325575107094
5.33333333333333	0.597417093964933	0.0908600882340297	0.0287733787733222	0.0802706941989112	0.161167904527328	0.0787215070406865	0.0382437504656379	0.0839263308708482	0.0223906763712895	0.0462303235337731	0.0298629535271227
5.5	0.586655221783773	0.0903158609256983	0.0286794693585965	0.0835467951743748	0.167720106478255	0.0800515579791432	0.0392624930471292	0.0875193241279621	0.0230122381443036	0.0486197760905848	0.0314235129058006
5.66666666666667	0.576061103085571	0.0896854416794312	0.0285569956772541	0.0868373966738565	0.174301309477219	0.0812941772864978	0.0402282091165375	0.0911844456310343	0.023606542780291	0.0510559279463414	0.0330121615163085
5.83333333333333	0.56564109896133	0.0889747146210842	0.0284072293093219	0.0901382477351704	0.180903011599846	0.0824482398718304	0.0411381622025405	0.0949200263054012	0.0241718832842259	0.0535356925896524	0.0346268711558771
6	0.555400867284553	0.0881893718913759	0.0282314458511245	0.0934452050194443	0.187516926168394	0.0835129172530313	0.0419899898390058	0.0987242495535273	0.0247067672053172	0.0560560913362701	0.0362656595494021
6.16666666666667	0.545345362711241	0.0873349136458869	0.0280309249152842	0.0967542328111201	0.194134981751746	0.0844876775568004	0.0427817035649911	0.102595151255006	0.0252099166370079	0.0586142533290894	0.0379265903494446
6.33333333333333	0.535478836679891	0.0864166480550606	0.027806950130721	0.100061403017954	0.200749322165413	0.0853722855186473	0.043511688924744	0.106530619766557	0.0256802682169758	0.0612074155381477	0.0396077731362307
6.5	0.5258048374115	0.0854396913042031	0.0275608091426525	0.103362895171015	0.207352306471536	0.0861668024828916	0.0441787054677026	0.110528395922032	0.0261169731271331	0.0638329227606253	0.0413073634176516
6.66666666666667	0.516326209909562	0.0844089675934827	0.0272937936125939	0.106654996424689	0.213936508978883	0.0868715864026625	0.0447818867484946	0.114586073032407	0.0265193970936264	0.0664882276208448	0.0430235626292636
6.83333333333333	0.50704509596007	0.0833292091379303	0.027007199218358	0.109934101556672	0.220494719242849	0.0874872918398991	0.0453207403269382	0.11870109688579	0.0268871203868368	0.0691708905702717	0.0447546181342884
7	0.497962934131513	0.0822049561674394	0.0267023256540556	0.113196712967976	0.227019942065459	0.0880148699653502	0.0457951477680413	0.122870765747413	0.0272199378213801	0.0718785798875142	0.0464988232236126
7.16666666666667	0.489080459774881	0.0810405569267659	0.0263804766300947	0.116439440682929	0.233505397495363	0.0884555685585744	0.0462053646420022	0.12709223035964	0.0275178587561062	0.0746090716783227	0.048254517115788
7.33333333333333	0.48039770502366	0.0798401676755283	0.0260429598731813	0.119659002349169	0.239944520827843	0.0888109320079402	0.046552020524209	0.131362493941963	0.0277811070940999	0.0773602498755909	0.0500200849570317
7.5	0.471913998793834	0.0786077526882075	0.0256910871263188	0.12285222323765	0.246330962604805	0.0890828013106258	0.0468361189952401	0.135678412190999	0.02801012128268	0.0801301062393545	0.0517939578212258
