Time	A	B	C	D	E	F	G	H	I	K	J
0	-0.0500995605842227	0.0399693329533009	0.00900872983608326	-0.00109627095274895	-0.0021925419054979	0.0102162278137457	-0.00652989389964557	0.0075817538915217	-0.00458742030542272	-0.00889948075570905	-0.00446289875261162
0.166666666666667	-0.0526301607936943	0.0376777533247629	0.00860250335925931	0.000171167561167263	0.000342335122334525	0.0108797551292286	-0.00509294011346848	0.00785818322772389	-0.00371739762774389	-0.00766525179303878	-0.00374886406723527
0.333333333333333	-0.0549854670442584	0.0354589155531699	0.00820312318455473	0.00139211375573703	0.00278422751147406	0.0114786931812853	-0.00374533616729132	0.00815336507592518	-0.00289945304594352	-0.00647056819152621	-0.00305595449317887
0.5	-0.0571696986409268	0.0333116677276972	0.00781061340975546	0.00256721337084435	0.00513442674168871	0.0120148216227743	-0.00248483802997363	0.00846641429889537	-0.00213229929461473	-0.0053147829883155	-0.00238389446445155
0.666666666666667	-0.0591870748887111	0.0312348579375197	0.0074249981326474	0.00369711214637324	0.00739422429274648	0.0124899201065545	-0.00130920167037494	0.00879644575940427	-0.00141464910835062	-0.00419724922055078	-0.00173240841506241
0.833333333333333	-0.0610418150926233	0.0292273342718126	0.00704630145101648	0.00478245582220769	0.00956491164441537	0.0129057682854845	-0.000216183057354776	0.00914257432022168	-0.0007452152217443	-0.00311731992537622	-0.00110122077902056
1	-0.0627381385576749	0.0272879448197508	0.00667454746264863	0.0058238901382317	0.0116477802764634	0.013264145812423	0.000796461840227318	0.00950391484411741	-0.000122710369388882	-0.00207434813993595	-0.000490055990335115
1.16666666666667	-0.0642802645888779	0.0254155376705096	0.00630976026532976	0.00682206083432928	0.0136441216686586	0.0135668323402289	0.00173097705351181	0.00987958219386128	0.000454152714122526	-0.00106768690137413	0.000101361516984813
1.33333333333333	-0.0656724124912441	0.0236089609132639	0.00595196395684581	0.00777761365038443	0.0155552273007689	0.0138156075217607	0.00258960661363917	0.0102686912322231	0.000986661294196814	-9.66892468349121e-05	0.000673307308930115
1.5	-0.0669188015697851	0.0218670626371889	0.00560118263498269	0.00869119432628115	0.0173823886525623	0.0140122510098773	0.00337459455174985	0.0106703568219726	0.00147610263624088	0.000839291786537567	0.00122605695149168
