Time	E	B	G	F	I	J	C	H	K	D	A
40.6666666666667	0.545603344990927	0.00182251024193819	0.00465578500849678	0.00852574570550989	0.00139413855047808	0.0512622262148852	0.0011616104043348	0.707069995686546	0.358171958920404	0.295774880470502	0.0173800965991766
40.8333333333333	0.546344330514673	0.00181623441762714	0.00453250447224796	0.00846233038901299	0.00137095769951162	0.0505894809249427	0.00113143533318194	0.708471164030879	0.358269738807662	0.29582779352345	0.0169234657601016
41	0.547075457947636	0.00180987518590366	0.00441095510923697	0.00839917308335465	0.0013490896791893	0.04991917397218	0.00110136580147601	0.709742864327148	0.35833108492789	0.295809826810625	0.0164810644126155
41.1666666666667	0.547792626295008	0.00180336110834334	0.00429144172708589	0.00833622177997369	0.00132864693522069	0.0492524087508192	0.00107148510160692	0.710875243112946	0.358355262219607	0.295717358964505	0.01605392886768
41.3333333333333	0.548491546756903	0.00179661942962386	0.00417428128099593	0.00827342419270634	0.00130974659656205	0.0485903352663378	0.00104187985078873	0.711858155600116	0.358341538670984	0.295546687478123	0.0156431295415134
41.5	0.549167742728356	0.00178957607752493	0.00405980287374735	0.00821072775778616	0.00129251047541631	0.0479341501354679	0.0010126399910596	0.712681165674743	0.358289185319843	0.295294028705064	0.0152497709555915
41.6666666666667	0.549816549799326	0.00178215566292832	0.00394834775569954	0.00814807963384415	0.00127706506723306	0.0472850965861973	0.0009838587892818	0.713333545897157	0.358197476253658	0.294955517859474	0.0148749917366471
41.8333333333333	0.550433148403609	0.00177428189813366	0.00384026797455072	0.00808542655975535	0.00126354058253776	0.0466444592791021	0.000955632511650252	0.713804359211533	0.358065704041551	0.29452724611121	0.0145199558206305
42	0.55101292295693	0.00176588219833216	0.00373591152269538	0.00802271329095248	0.00125206029705293	0.0460135073420217	0.000928056843286406	0.714083357751507	0.357893349486257	0.294005668632644	0.0141857556962761
42.1666666666667	0.551551820995026	0.00175689228308041	0.00363560748458167	0.00795988103573952	0.0012427299018193	0.0453934374047319	0.000901223307832147	0.714161881645789	0.357680251376095	0.293388012645446	0.0138733156486689
42.3333333333333	0.552046385822565	0.00174725659461611	0.00353966468647112	0.0078968673131384	0.001235636535025	0.0447853684202789	0.000875218941958308	0.714032940727766	0.357426621916958	0.292672314515751	0.0135833829632046
42.5	0.552493756513147	0.00173692829785811	0.00344837169643869	0.00783360595288901	0.0012308487820056	0.0441903416649794	0.000850126295364687	0.713691214535503	0.357133046732319	0.291857419754157	0.0133165279255899
42.6666666666667	0.552891667909302	0.00172586928040641	0.00336199682437275	0.00777002709544916	0.00122841667524408	0.0436093207384209	0.000826023430780044	0.713133052311739	0.356800484863229	0.290942983015729	0.0130731438218427
42.8333333333333	0.553238450622493	0.00171405015254217	0.00328078812197509	0.00770605719199465	0.00122837169437082	0.043043191563461	0.000802983923962091	0.71235647300389	0.356430268768315	0.28992946809999	0.0128534469382915
43	0.553533031033112	0.00170145024722766	0.0032049733827609	0.0076416190044192	0.00123072676616364	0.042492762386228	0.000781076863697505	0.711361165264051	0.356024104323782	0.288818147950934	0.0126574765615761
43.1666666666667	0.553774931290482	0.0016880576201063	0.00313476014205879	0.00757663160533449	0.00123547626454775	0.0419587637761208	0.000760366851801921	0.71014848744899	0.355584070823414	0.287611104657012	0.012485094978647
43.3333333333333	0.553964269312858	0.00167386904950268	0.00307033567701078	0.00751101037807016	0.00124259601059581	0.0414418486258087	0.000740914003119932	0.708721467620153	0.355112620978572	0.286311229451145	0.0123359874767659
43.5	0.554101758787427	0.00165889003642251	0.0030118670065723	0.00744466701667377	0.00125204327252786	0.0409425921512314	0.000722773945525092	0.707084803543662	0.354612580918194	0.284922222710713	0.0122096623435053
43.6666666666667	0.554188709170304	0.00164313480455264	0.00295950089151219	0.00737750952591088	0.00126375676571139	0.0404614918915994	0.000705997819919913	0.705244862690317	0.354087150188798	0.283448593957563	0.0121054508667487
43.8333333333333	0.554227025686537	0.00162662630026108	0.00291336383441271	0.00730944222126496	0.00127765665266127	0.0399989677093934	0.000690632280235868	0.703209682235593	0.353539901754475	0.281895661858006	0.0120225073346905
44	0.554219209330106	0.00160939619259696	0.00287356207966952	0.00724036572893743	0.00129364454303982	0.0395553617903648	0.000676719493433387	0.700988969059641	0.3529747819969	0.280269554222814	0.0119598090358363
44.1666666666667	0.554168356863919	0.00159148487329058	0.00284018161349171	0.00717017698584769	0.00131160349365676	0.0391309386435355	0.000664297139501861	0.698594099747291	0.35239611071532	0.278577208007225	0.0119161562590024
44.3333333333333	0.554078160819818	0.00157294145675337	0.00281328816390176	0.00709876923963306	0.00133139800846922	0.0387258851011977	0.000653398411459641	0.696038120588045	0.351808581126563	0.276826369310942	0.0118901722933162
44.5	0.553952909498574	0.0015538237800779	0.00279292720073559	0.00702603204864883	0.00135287403858176	0.0383403103189144	0.000644052015354034	0.693335747576086	0.351217259865033	0.275025593378129	0.0118803034282161
44.6666666666667	0.55379748696989	0.00153419840303788	0.0027791239356425	0.00695185128196823	0.00137585898224634	0.0379742457755189	0.00063628217026131	0.690503366410272	0.350627586982714	0.273184244597416	0.0118848189534514
44.8333333333333	0.5536173730724	0.00151414060808819	0.00277188332208523	0.00687610911938244	0.00140016168486236	0.0376276452731151	0.000630108608286697	0.687559032494136	0.350045375949165	0.271312496501897	0.0119018111590822
45	0.553418643413669	0.00149373440036481	0.00277119005533992	0.0067986840514006	0.00142557243897662	0.0373003849370774	0.000625546574564381	0.684522470935888	0.349476813651524	0.269421331769128	0.0119291953354799
45.1666666666667	0.553207969370193	0.00147307250768489	0.00277700857249611	0.0067194508792498	0.00145186298428333	0.0369922632160506	0.00062260682725751	0.681415076548417	0.348928460394507	0.267522542221131	0.0119647097733267
45.3333333333333	0.552992618087398	0.00145225638054673	0.00278928305245678	0.00663828071487506	0.00147878650762413	0.0367030008819503	0.000621295637558188	0.678259913849285	0.348407249900407	0.265628728824391	0.0120059157636157
45.5	0.552780452479642	0.00143139619212976	0.00280793741593829	0.00655504098093935	0.00150607764298807	0.0364322410299622	0.000621614789687482	0.675081717060732	0.347920489309094	0.263753301689857	0.012050197597651
