Time	r1:	r2:	r3:	r4:	r5:	r6:
0	0.100923231247892	0.0200122328184827	-7.81963632773551e-06	0.0154700215265468	-7.81963632784347e-05	-3.90981816392468e-05
0.0833333333333333	0.0999919694254613	0.0203599313170522	0.00128786251976138	0.0171752112966321	0.00129858691279564	0.000363664964026319
0.166666666666667	0.0990729934069085	0.0206787496550207	0.00252748560999702	0.0188203983602186	0.00264436454429654	0.000783732429800222
0.25	0.0981661250850645	0.0209693917222126	0.0037121651135361	0.0204066618186542	0.00395953995310577	0.00122046188044652
0.333333333333333	0.0972711863527608	0.0212325614084524	0.00484301650953556	0.0219350807732867	0.00524451656110486	0.00167321098072928
0.416666666666667	0.0963879991028287	0.0214689626035644	0.00592115527715231	0.023406734325464	0.00649969779017533	0.00214133739541254
0.5	0.0955163852280995	0.0216792991973732	0.00694769689554329	0.0248227015765339	0.00772548706219869	0.00262419878926038
0.583333333333333	0.0946561666214047	0.0218642750797031	0.00792375684386541	0.0261840616278441	0.00892228779905645	0.00312115282703684
0.666666666666667	0.0938071651755756	0.0220245941403785	0.00885045060127562	0.0274918935807427	0.0100905034226301	0.003631557173506
0.75	0.0929692027834436	0.0221609602692238	0.00972889364693082	0.0287472765365773	0.0112305373548013	0.0041547694934319
0.833333333333333	0.09214210133784	0.0222740773560635	0.010560201459988	0.0299512895966958	0.0123427930174514	0.0046901474515786
0.916666666666667	0.0913256827315962	0.0223646492907219	0.0113454895196039	0.0311050118624461	0.0134276738324619	0.00523704871271016
1	0.0905197688575436	0.0224333799630235	0.0120858733049357	0.0322095224351759	0.0144855832217145	0.00579483094159065
1.08333333333333	0.0897241816085135	0.0224809732627927	0.0127824682951402	0.0332659004162332	0.0155169246070906	0.00636285180298412
1.16666666666667	0.0889387428773373	0.0225081330798539	0.0134363899693743	0.0342752249069657	0.0165221014104717	0.00694046896165462
1.25	0.0881632745568464	0.0225155633040316	0.014048753806795	0.0352385750087213	0.0175015170537394	0.00752704008236622
1.33333333333333	0.0873975985398722	0.02250396782515	0.0146206752865591	0.0361570298228479	0.0184555749587751	0.00812192282988297
1.41666666666667	0.0866415367192459	0.0224740505330338	0.0151532698878237	0.0370316684506932	0.0193846785474604	0.00872447486896893
1.5	0.0858949109877991	0.0224265153175072	0.0156476530897456	0.0378635699936051	0.0202892312416768	0.00933405386438816
1.58333333333333	0.085157543238363	0.0223620660683946	0.0161049403714818	0.0386538135529313	0.0211696364633058	0.00995001748090472
1.66666666666667	0.084429255363769	0.0222814066755206	0.0165262472121891	0.0394034782300199	0.022026297634229	0.0105717233832827
1.75	0.0837098692568485	0.0221852410287095	0.0169126890910246	0.0401136431262185	0.0228596181763278	0.0111985292362861
1.83333333333333	0.0829992068104328	0.0220742730177857	0.0172653814871451	0.0407853873428751	0.0236700015114837	0.011829792704679
1.91666666666667	0.0822970899173533	0.0219492065325736	0.0175854398797076	0.0414197899813374	0.0244578510615784	0.0124648714532254
2	0.0816033404704414	0.0218107454628977	0.017873979747869	0.0420179301429533	0.0252235702484933	0.0131031231466895
2.08333333333333	0.0809177803625285	0.0216595936985823	0.0181321165707862	0.0425808869290706	0.0259675624941099	0.0137439054498352
2.16666666666667	0.0802402314864459	0.021496455129452	0.0183609658276162	0.0431097394410371	0.0266902312203097	0.0143865760274267
2.25	0.0795705157350249	0.021322033645331	0.0185616429975158	0.0436055667802008	0.0273919798489743	0.015030492544228
2.33333333333333	0.078908455001097	0.0211370331360438	0.0187352635596421	0.0440694480479094	0.0280732118019851	0.0156750126650032
2.41666666666667	0.0782538711774936	0.0209421574914149	0.0188829429931518	0.0445024623455107	0.0287343305012238	0.0163194940545162
2.5	0.0776065861570459	0.0207381106012686	0.019005796777202	0.0449056887743526	0.0293757393685718	0.0169632943775312
2.58333333333333	0.0769664218325854	0.0205255963554293	0.0191049403909496	0.0452802064357829	0.0299978418259105	0.0176057712988123
2.66666666666667	0.0763332000969434	0.0203053186437216	0.0191814893135515	0.0456270944311495	0.0306010412951217	0.0182462824831234
2.75	0.0757067428429513	0.0200779813559697	0.0192365590241647	0.0459474318618002	0.0311857411980867	0.0188841855952287
2.83333333333333	0.0750868719634404	0.0198442883819981	0.0192712650019459	0.0462422978290828	0.031752344956687	0.0195188382998922
2.91666666666667	0.0744734093512422	0.0196049436116312	0.0192867227260523	0.0465127714343452	0.0323012559928043	0.0201495982618779
3	0.0738661768991879	0.0193606509346934	0.0192840476756407	0.0467599317789351	0.03283287772832	0.02077582314595
3.08333333333333	0.073264996500109	0.0191121142410092	0.019264355329868	0.0469848579642005	0.0333476135851156	0.0213968706168724
3.16666666666667	0.0726696900468369	0.0188600374204029	0.0192287611678912	0.0471886290914891	0.0338458669850727	0.0220120983394093
3.25	0.0720800794322028	0.018605124362699	0.0191783806688672	0.0473723242621488	0.0343280413500727	0.0226208639783247
3.33333333333333	0.0714959865490382	0.0183480789577219	0.0191143293119529	0.0475370225775274	0.0347945401019972	0.0232225251983826
3.41666666666667	0.0709172332901744	0.018089605095296	0.0190377225763052	0.0476838031389728	0.0352457666627277	0.0238164396643471
3.5	0.0703436415484428	0.0178304066652457	0.0189496759410811	0.0478137450478328	0.0356821244541457	0.0244019650409823
3.58333333333333	0.0697750332166747	0.0175711875573954	0.0188513048854375	0.0479279274054552	0.0361040168981328	0.0249784589930523
3.66666666666667	0.0692112301877016	0.0173126516615696	0.0187437248885313	0.0480274293131879	0.0365118474165704	0.025545279185321
3.75	0.0686520543543548	0.0170555028675926	0.0186280514295194	0.0481133298723786	0.03690601943134	0.0261017832825525
3.83333333333333	0.0680973276094657	0.0168004450652889	0.0185053999875589	0.0481867081843753	0.0372869363643233	0.026647328949511
3.91666666666667	0.0675468718458656	0.0165481821444829	0.0183768860418065	0.0482486433505257	0.0376550016374017	0.0271812738509604
4	0.0670005089563858	0.016299417994999	0.0182436250714192	0.0483002144721777	0.0380106186724567	0.0277029756516648
4.08333333333333	0.0664580608338579	0.0160548565066616	0.018106732555554	0.0483425006506792	0.0383541908913698	0.0282117920163884
4.16666666666667	0.0659193493711131	0.0158152015692951	0.0179673239733678	0.0483765809873779	0.0386861217160226	0.028707080609895
4.25	0.0653842253505823	0.0155810219533418	0.0178263396446214	0.0484033690780935	0.039006772396487	0.0291883468255354
4.33333333333333	0.0648526551130947	0.0153523459517153	0.0176840192514913	0.0484231164965326	0.0393163354955969	0.0296556869710062
4.41666666666667	0.064324633889079	0.0151290667379469	0.0175404273167579	0.0484359093108739	0.0396149614043764	0.0301093450825907
4.5	0.0638001569089637	0.0149110774855681	0.0173956283632016	0.0484418335892959	0.0399028005138498	0.0305495651965722
4.58333333333333	0.0632792194031776	0.0146982713681103	0.0172496869136028	0.0484409753999769	0.0401800032150414	0.0309765913492338
4.66666666666667	0.0627618166021494	0.014490541559105	0.0171026674907419	0.0484334208110957	0.0404467198989754	0.0313906675768589
4.75	0.0622479437363076	0.0142877812320835	0.0169546346173993	0.0484192558908306	0.040703100956676	0.0317920379157307
4.83333333333333	0.061737596036081	0.0140898835605772	0.0168056528163554	0.0483985667073602	0.0409492967791675	0.0321809464021325
4.91666666666667	0.0612307687318983	0.0138967417181176	0.0166557866103906	0.048371439328863	0.0411854577574742	0.0325576370723474
5	0.0607274570541881	0.0137082488782361	0.0165051005222854	0.0483379598235175	0.0414117342826203	0.0329223539626588
5.08333333333333	0.0602276562333791	0.0135242982144641	0.01635365907482	0.0482982142595022	0.04162827674563	0.0332753411093499
5.16666666666667	0.0597313614998999	0.013344782900333	0.0162015267907749	0.0482522887049957	0.0418352355375276	0.0336168425487039
5.25	0.0592385680841792	0.0131695961093743	0.0160487681929305	0.0482002692281765	0.0420327610493373	0.0339471023170041
5.33333333333333	0.0587492712166457	0.0129986310151193	0.0158954478040672	0.048142241897223	0.0422210036720835	0.0342663644505338
5.41666666666667	0.058263466127728	0.0128317807910995	0.0157416301469654	0.0480782927803138	0.0424001137967902	0.0345748729855762
5.5	0.0577811480478549	0.0126689386108462	0.0155873797444055	0.0480085079456274	0.0425702418144818	0.0348728719584145
5.58333333333333	0.057302312207455	0.012509997647891	0.0154327611191679	0.0479329734613423	0.0427315381161825	0.035160605405332
5.66666666666667	0.0568269538369569	0.0123548510757651	0.015277838794033	0.047851775395637	0.0428841530929166	0.035438317362612
5.75	0.0563550681667893	0.0122033920680001	0.0151226772917812	0.0477649998166901	0.0430282371357083	0.0357062518665377
5.83333333333333	0.0558866504273809	0.0120555137981273	0.0149673411351929	0.04767273279268	0.0431639406355818	0.0359646529533923
5.91666666666667	0.0554216958491604	0.0119111094396782	0.0148118948470485	0.0475750603917853	0.0432914139835615	0.0362137646594591
6	0.0549601996625564	0.0117700721661842	0.0146564029501284	0.0474720686821845	0.0434108075706715	0.0364538310210214
6.08333333333333	0.0545021570979976	0.0116322951511767	0.0145009299672129	0.0473638437320561	0.0435222717879361	0.0366850960743624
6.16666666666667	0.0540475633859126	0.011497671568187	0.0143455404210826	0.0472504716095786	0.0436259570263795	0.0369078038557653
6.25	0.0535964137567302	0.0113660945907467	0.0141902988345178	0.0471320383829305	0.0437220136770261	0.0371221984015135
6.33333333333333	0.0531487034408789	0.0112374573923872	0.0140352697302989	0.0470086301202903	0.0438105921308999	0.0373285237478901
6.41666666666667	0.0527044276687876	0.0111116531466398	0.0138805176312062	0.0468803328898366	0.0438918427790254	0.0375270239311784
6.5	0.0522635816708847	0.0109885750270359	0.0137261070600203	0.0467472327597479	0.0439659160124267	0.0377179429876616
6.58333333333333	0.0518261606775991	0.0108681162071071	0.0135721025395214	0.0466094157982026	0.044032962222128	0.0379015249536231
6.66666666666667	0.0513921599193593	0.0107501698603846	0.01341856859249	0.0464669680733793	0.0440931317991537	0.038078013865346
6.75	0.0509615746265941	0.0106346291604	0.0132655697417066	0.0463199756534566	0.0441465751345279	0.0382476537591136
6.83333333333333	0.050534400029732	0.0105213872806846	0.0131131705099514	0.0461685246066128	0.044193442619275	0.0384106886712092
6.91666666666667	0.0501106313592018	0.0104103373947699	0.0129614354200049	0.0460127010010266	0.0442338846444191	0.038567362637916
7	0.0496902638454322	0.0103013726761872	0.0128104289946475	0.0458525909048765	0.0442680516009845	0.0387179196955172
7.08333333333333	0.0492732927188518	0.010194386298468	0.0126602157566596	0.0456882803863409	0.0442960938799954	0.0388626038802961
